INGREDIENT_NAME,ROUTE,DOSAGE_FORM,CAS_NUMBER,UNII,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
OPADRY 03F12967 YELLOW,ORAL,"TABLET, FILM COATED",,NA,4,mg,,,
OPADRY 03F14895 PINK,ORAL,TABLET,,NA,,,6,mg,
OPADRY 03F14895 PINK,ORAL,"TABLET, FILM COATED",,NA,,,8,mg,
OPADRY 03F43101 ORANGE,ORAL,TABLET,,NA,,,7,mg,
OPADRY 03F505071 BLUE,ORAL,TABLET,,NA,,,5,mg,
OPADRY 03F58991 WHITE,ORAL,TABLET,,NA,,,36,mg,
OPADRY 03F59016 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,56,mg,
OPADRY 03F59016 CLEAR,ORAL,TABLET,,NA,,,114,mg,
OPADRY 03F59016 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,8,mg,
OPADRY 03F82726 YELLOW,ORAL,TABLET,,H82AGY7EQQ,,,7,mg,
OPADRY 03F82726 YELLOW,ORAL,"TABLET, FILM COATED",,H82AGY7EQQ,,,7,mg,
OPADRY 03F82788 YELLOW,ORAL,TABLET,,NA,,,60,mg,
OPADRY 03G24389 PINK,ORAL,"TABLET, DELAYED RELEASE",,NA,,,40,mg,
OPADRY 03G24389 PINK,ORAL,"TABLET, FILM COATED",,NA,,,9,mg,
OPADRY 03K19229 CLEAR,ORAL,TABLET,,NA,4.3,mg,,,
OPADRY 03K19229 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,8.4,mg,,,
OPADRY 03K19229 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,64,mg,
OPADRY 03K29121 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,,,46,mg,
OPADRY 03K54121 PINK,ORAL,TABLET,,NA,10,mg,,,
OPADRY 03K80846 BLUE,ORAL,TABLET,,NA,,,15,mg,
OPADRY 04F58804 WHITE,ORAL,TABLET,,TMJ4Z2Z4QW,,,64,mg,
OPADRY 04F58804 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,TMJ4Z2Z4QW,,,48,mg,
OPADRY 04F58804 WHITE,ORAL,"TABLET, FILM COATED",,TMJ4Z2Z4QW,,,20,mg,
OPADRY 05B10446 PURPLE,ORAL,TABLET,,NA,16,mg,,,
OPADRY 05B10446 PURPLE,ORAL,"TABLET, COATED",,NA,23,mg,,,
OPADRY 05B10457 PURPLE,ORAL,TABLET,,NA,16,mg,,,
OPADRY 05B10457 PURPLE,ORAL,"TABLET, EXTENDED RELEASE",,NA,4.5,mg,,,
OPADRY 05B11781 GREEN,ORAL,TABLET,,NA,7,mg,,,
OPADRY 05B15325 RED,ORAL,TABLET,,NA,5,mg,,,
OPADRY 05B17055 TAN,ORAL,TABLET,,NA,4,mg,,,
OPADRY 05B17055 TAN,ORAL,"TABLET, FILM COATED",,NA,5,mg,,,
OPADRY 12B58900 WHITE,ORAL,TABLET,,4RW65XL9NG,20,mg,,,
OPADRY 13B58802 WHITE,ORAL,TABLET,,NA,,,30,mg,
OPADRY 13B58802 WHITE,ORAL,"TABLET, COATED",,NA,,,40,mg,
OPADRY 13B58802 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,30,mg,
OPADRY 13B58894 WHITE,ORAL,TABLET,,NA,,,60,mg,
OPADRY 13B58894 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,61,mg,
OPADRY 13F58866 WHITE,ORAL,TABLET,,NA,3,mg,,,
OPADRY 13F58866 WHITE,ORAL,"TABLET, FILM COATED",,NA,4.5,mg,,,
OPADRY 13K52177 YELLOW,ORAL,TABLET,,NA,,,40,mg,
OPADRY 13M86920 BROWN,ORAL,TABLET,,NA,28,mg,,,
OPADRY 15B11947 GREEN,ORAL,TABLET,,NA,2.5,mg,,,
OPADRY 15B50612 BLUE,ORAL,TABLET,,NA,,,4,mg,
OPADRY 20A54901 PINK,ORAL,TABLET,,NA,,,24,mg,
OPADRY 20A54901 PINK,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,,,12,mg,
OPADRY 20A58806 WHITE,ORAL,TABLET,,NA,,,11,mg,
OPADRY 20A58806 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,14,mg,
OPADRY 20B50135 PURPLE,ORAL,"TABLET, FILM COATED",,NA,25,mg,,,
OPADRY 321A180025 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,40,mg,
OPADRY 32K14834 PINK,ORAL,"TABLET, FILM COATED",,NA,,,56,mg,
OPADRY 85F19250 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,PLA64J57K9,,,15,mg,
OPADRY 85F19250 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,PLA64J57K9,,,117,mg,
OPADRY 85G689183 WHITE,ORAL,TABLET,,NA,,,27,mg,
OPADRY 85G93096 ORANGE,ORAL,TABLET,,NA,4.53,mg,,,
OPADRY AMB 80W64837 PINK,ORAL,TABLET,,NA,,,40,mg,
OPADRY AMB 80W68912 WHITE,ORAL,"CAPSULE, EXTENDED RELEASE",,DWT35JJC4S,,,33,mg,
OPADRY AMB 80W68912 WHITE,ORAL,TABLET,,DWT35JJC4S,,,30,mg,
OPADRY AMB 80W68912 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,DWT35JJC4S,,,72,mg,
OPADRY AMB 80W68912 WHITE,ORAL,"TABLET, FILM COATED",,DWT35JJC4S,,,18,mg,
OPADRY AMB II 88A180040 WHITE,ORAL,TABLET,,NA,,,108,mg,
OPADRY AMB OY-B-28920 WHITE,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,10,mg,
OPADRY AMB OY-B-28920 WHITE,ORAL,TABLET,,NA,,,24,mg,Y
OPADRY AMB OY-B-28920 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,36,mg,
OPADRY II 31F23111 ORANGE,ORAL,"TABLET, DELAYED RELEASE",,NA,8,mg,,,
OPADRY II 31F23111 ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,16,mg,,,
OPADRY II 31F58914 WHITE,ORAL,TABLET,,NA,,,92,mg,
OPADRY II 31K58902 WHITE,ORAL,TABLET,,NA,,,108,mg,
OPADRY II 31K84972 PINK,ORAL,TABLET,,NA,29.1,mg,,,
OPADRY II 31K84972 PINK,ORAL,"TABLET, FILM COATED",,NA,,,10,mg,
OPADRY II 32B10817 BLUE,ORAL,TABLET,,NA,,,6,mg,
OPADRY II 32K12884 YELLOW,ORAL,TABLET,,NA,,,14,mg,
OPADRY II 32K13357 ORANGE,ORAL,TABLET,,NA,5,mg,,,
OPADRY II 32K14833 PINK,ORAL,TABLET,,NA,21,mg,,,
OPADRY II 32K14833 PINK,ORAL,"TABLET, FILM COATED",,NA,5,mg,,,
OPADRY II 32K17573 GRAY,ORAL,TABLET,,NA,7.5,mg,,,
OPADRY II 32K17573 GRAY,ORAL,"TABLET, EXTENDED RELEASE",,NA,14,mg,,,
OPADRY II 33G11938 GREEN,ORAL,TABLET,,B53ZH89YAO,,,16,mg,
OPADRY II 33G28435 WHITE,ORAL,TABLET,,NA,22.5,mg,,,
OPADRY II 33G28523 WHITE,ORAL,TABLET,,NA,,,18,mg,
OPADRY II 33G28707 WHITE,ORAL,TABLET,,NA,31.25,mg,,,
OPADRY II 33G28707 WHITE,ORAL,"TABLET, DELAYED RELEASE",,NA,,,42,mg,
OPADRY II 33G28707 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,60,mg,
OPADRY II 33G28707 WHITE,ORAL,"TABLET, FILM COATED",,NA,6,mg,,,
OPADRY II 39B18529 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,23,mg,
OPADRY II 40C10881 BLUE,ORAL,TABLET,,NA,,NA,,,
OPADRY II 40C10881 BLUE,ORAL,"TABLET, FILM COATED",,NA,6,mg,,,
OPADRY II 40C18303 WHITE,ORAL,TABLET,,NA,,NA,,,
OPADRY II 40C18303 WHITE,ORAL,"TABLET, FILM COATED",,NA,6,mg,,,
OPADRY II 40L10039 PURPLE,ORAL,TABLET,,NA,,,28,mg,
OPADRY II 40L10039 PURPLE,ORAL,"TABLET, FILM COATED",,NA,,,4,mg,
OPADRY II 40L11438 GREEN,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,48,mg,
OPADRY II 40L11588 GREEN,ORAL,TABLET,,NA,26.25,mg,,,
OPADRY II 40L11588 GREEN,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,22,mg,,,
OPADRY II 40L12979 YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,29,mg,
OPADRY II 40L12979 YELLOW,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,30,mg,,,
OPADRY II 40L13950 ORANGE,ORAL,TABLET,,NA,9,mg,,,
OPADRY II 40L14190 PINK,ORAL,TABLET,,NA,24.5,mg,,,
OPADRY II 49B10882 BLUE,ORAL,TABLET,,NA,,,54,mg,
OPADRY II 85F10919 BLUE,ORAL,TABLET,,NA,,,26,mg,
OPADRY II 85F10919 BLUE,ORAL,"TABLET, FILM COATED",,NA,1.65,mg,,,
OPADRY II 85F130017 ORANGE,ORAL,TABLET,,NA,5.3,mg,,,
OPADRY II 85F13980 ORANGE,ORAL,TABLET,,NA,,,54,mg,
OPADRY II 85F14399 PINK,ORAL,TABLET,,NA,,,16,mg,
OPADRY II 85F14452 PINK,ORAL,TABLET,,NA,9,mg,,,
OPADRY II 85F15642 RED,ORAL,TABLET,,NA,,,34,mg,
OPADRY II 85F15642 RED,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,42,mg,
OPADRY II 85F18378 WHITE,ORAL,CAPSULE,,VTB5DCJ7N6,,,405,mg,
OPADRY II 85F18378 WHITE,ORAL,"CAPSULE, EXTENDED RELEASE",,VTB5DCJ7N6,,,4,mg,
OPADRY II 85F18378 WHITE,ORAL,TABLET,,VTB5DCJ7N6,,,80,mg,
OPADRY II 85F18378 WHITE,ORAL,"TABLET, DELAYED RELEASE",,VTB5DCJ7N6,,,100,mg,
OPADRY II 85F18378 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,VTB5DCJ7N6,,,140,mg,
OPADRY II 85F18422 WHITE,ORAL,"CAPSULE, DELAYED RELEASE",,UM45RMS9QT,,,21,mg,
OPADRY II 85F18422 WHITE,ORAL,TABLET,,UM45RMS9QT,,,137,mg,
OPADRY II 85F18422 WHITE,ORAL,"TABLET, COATED",,UM45RMS9QT,,,61,mg,
OPADRY II 85F18422 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,UM45RMS9QT,,,257,mg,
OPADRY II 85F18422 WHITE,ORAL,"TABLET, FILM COATED",,UM45RMS9QT,,,10,mg,
OPADRY II 85F18442 WHITE,ORAL,TABLET,,NA,,,33,mg,
OPADRY II 85F22055 YELLOW,ORAL,TABLET,,NA,18,mg,,,
OPADRY II 85F23470 PINK,ORAL,TABLET,,NA,7.5,mg,,,
OPADRY II 85F24307 PINK,ORAL,TABLET,,NA,,,70,mg,
OPADRY II 85F24307 PINK,ORAL,"TABLET, FILM COATED",,NA,4,mg,,,
OPADRY II 85F28751 WHITE,ORAL,TABLET,,NA,24,mg,,,
OPADRY II 85F32121 YELLOW,ORAL,TABLET,,NA,2,mg,,,
OPADRY II 85F32782 YELLOW,ORAL,TABLET,,NA,,,15,mg,
OPADRY II 85F32782 YELLOW,ORAL,"TABLET, FILM COATED",,NA,10.5,mg,,,
OPADRY II 85F34610 PINK,ORAL,TABLET,,NA,,,8,mg,
OPADRY II 85F48105,ORAL,TABLET,,NA,,,32,mg,
OPADRY II 85F48105,ORAL,"TABLET, FILM COATED",,NA,,,12,mg,
OPADRY II 85F64732 PINK,ORAL,TABLET,,NA,4.65,mg,,,
OPADRY II 85F66775 BROWN,ORAL,TABLET,,NA,9.3,mg,,,
OPADRY II 85F66775 BROWN,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,60,mg,
OPADRY II 85F90093 PURPLE,ORAL,TABLET,,NA,,,114,mg,
OPADRY II 85F90093 PURPLE,ORAL,"TABLET, COATED",,NA,,,67,mg,
OPADRY II 85F92209 YELLOW,ORAL,"TABLET, DELAYED RELEASE",,NA,,,144,mg,
OPADRY II 85F92716 YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,9,mg,,,
OPADRY II 85F94172 PINK,ORAL,TABLET,,NA,46.5,mg,,,
OPADRY II 85F94552 PINK,ORAL,"TABLET, EXTENDED RELEASE",,NA,10.98,mg,,,
OPADRY II 85G20583 BLUE,ORAL,TABLET,,NA,,,192,mg,
OPADRY II BROWN,ORAL,"TABLET, EXTENDED RELEASE",,NA,50.7,mg,,,
OPADRY II OY-L-28900 WHITE,ORAL,TABLET,,NA,,,48,mg,
OPADRY II OY-L-28900 WHITE,ORAL,"TABLET, FILM COATED",,NA,5.55,mg,,,
OPADRY II PINK 85G94065,ORAL,TABLET,,NA,4.2,mg,,,
OPADRY II PINK 85G94065,ORAL,"TABLET, FILM COATED",,NA,7,mg,,,
OPADRY II RED 85G94101,ORAL,TABLET,,A2E86PPP6D,4.2,mg,,,
OPADRY II RED 85G94101,ORAL,"TABLET, FILM COATED",,A2E86PPP6D,,,7,mg,
OPADRY II Y-19-19054 CLEAR,ORAL,"CAPSULE, COATED PELLETS",,NA,,,10,mg,
OPADRY II Y-19-19054 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,45.14,mg,,,
OPADRY II Y-19-7483 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,19,mg,
OPADRY II Y-19-7483 CLEAR,ORAL,TABLET,,NA,5.6,mg,,,
OPADRY II Y-19-7483 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,,,48,mg,
OPADRY II Y-19-7483 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,85,mg,
OPADRY II Y-19-7483 CLEAR,ORAL,"TABLET, FILM COATED",,NA,34,mg,,,
OPADRY II Y-22-10274 LAVENDER,ORAL,"TABLET, EXTENDED RELEASE",,NA,14.95,mg,,,
OPADRY II Y-22-10274 LAVENDER,ORAL,"TABLET, FILM COATED",,NA,8,mg,,,
OPADRY II Y-22-10508 BLUE,ORAL,TABLET,,NA,14.83,mg,,,
OPADRY II Y-22-10519 BLUE,ORAL,TABLET,,NA,29.66,mg,,,
OPADRY II Y-22-10538 BLUE,ORAL,TABLET,,NA,90,mg,,,
OPADRY II Y-22-10702 BLUE,ORAL,TABLET,,NA,6.2,mg,,,
OPADRY II Y-22-10702 BLUE,ORAL,"TABLET, EXTENDED RELEASE",,NA,5.25,mg,,,
OPADRY II Y-22-10764 BLUE,ORAL,TABLET,,NA,15,mg,,,
OPADRY II Y-22-12553 YELLOW,ORAL,TABLET,,NA,,,242,mg,
OPADRY II Y-22-12664 YELLOW,ORAL,TABLET,,NA,86.4,mg,,,
OPADRY II Y-22-12664 YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,12,mg,,,
OPADRY II Y-22-12720 PALE YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,28,mg,
OPADRY II Y-22-12720 PALE YELLOW,ORAL,"TABLET, FILM COATED",,NA,4.2,mg,,,
OPADRY II Y-22-12780 YELLOW,ORAL,TABLET,,NA,21,mg,,,
OPADRY II Y-22-12780 YELLOW,ORAL,"TABLET, FILM COATED",,NA,,,11,mg,
OPADRY II Y-22-13061 ORANGE,ORAL,TABLET,,NA,,,72,mg,
OPADRY II Y-22-13061 ORANGE,ORAL,"TABLET, COATED",,NA,13,mg,,,
OPADRY II Y-22-13061 ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,40,mg,,,
OPADRY II Y-22-13061 ORANGE,ORAL,"TABLET, FILM COATED",,NA,6.5,mg,,,
OPADRY II Y-22-13083 ORANGE,ORAL,TABLET,,NA,15,mg,,,
OPADRY II Y-22-13167 ORANGE,ORAL,TABLET,,NA,25,mg,,,
OPADRY II Y-22-13167 ORANGE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,,,34,mg,
OPADRY II Y-22-13577 FLESH,ORAL,TABLET,,NA,,,126,mg,
OPADRY II Y-22-13577 FLESH,ORAL,"TABLET, EXTENDED RELEASE",,NA,15,mg,,,
OPADRY II Y-22-13577 FLESH,ORAL,"TABLET, FILM COATED",,NA,9.3,mg,,,
OPADRY II Y-22-13603 ORANGE,ORAL,TABLET,,NA,67.5,mg,,,
OPADRY II Y-22-13603 ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,142,mg,
OPADRY II Y-22-17025 BEIGE,ORAL,TABLET,,NA,,,30,mg,
OPADRY II Y-22-17025 BEIGE,ORAL,"TABLET, DELAYED RELEASE",,NA,,,5,mg,
OPADRY II Y-22-17025 BEIGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,12,mg,,,
OPADRY II Y-22-17025 BEIGE,ORAL,"TABLET, FILM COATED",,NA,,,15,mg,
OPADRY II Y-22-7719 WHITE,ORAL,CAPSULE,,B38S8YKT74,4.44,mg,,,
OPADRY II Y-22-7719 WHITE,ORAL,"CAPSULE, EXTENDED RELEASE",,B38S8YKT74,,,18,mg,
OPADRY II Y-22-7719 WHITE,ORAL,TABLET,,B38S8YKT74,,,132,mg,
OPADRY II Y-22-7719 WHITE,ORAL,"TABLET, COATED",,B38S8YKT74,,NA,,,
OPADRY II Y-22-7719 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,B38S8YKT74,,,170,mg,
OPADRY II Y-22-7719 WHITE,ORAL,"TABLET, FILM COATED",,B38S8YKT74,,,96,mg,
OPADRY II Y-22-7719 WHITE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,B38S8YKT74,18.15,mg,,,
OPADRY II Y-30-10671A BLUE,ORAL,TABLET,,NA,,,20,mg,
OPADRY II Y-30-12736A YELLOW,ORAL,TABLET,,NA,21,mg,,,
OPADRY II Y-30-12736A YELLOW,ORAL,"TABLET, FILM COATED",,NA,,,18,mg,
OPADRY II Y-30-12736A YELLOW,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,7,mg,,,
OPADRY II Y-30-12737A YELLOW,ORAL,TABLET,,NA,6,mg,,,
OPADRY II Y-30-12737A YELLOW,ORAL,"TABLET, COATED",,NA,6,mg,,,
OPADRY II Y-30-12737A YELLOW,ORAL,"TABLET, FILM COATED",,NA,5,mg,,,
OPADRY II Y-30-17528 GRAY,ORAL,TABLET,,NA,25,mg,,,
OPADRY II Y-30-17528 GRAY,ORAL,"TABLET, EXTENDED RELEASE",,NA,5.6,mg,,,
OPADRY II Y-30-18037 WHITE,ORAL,TABLET,,RX96DK7VVX,,,62,mg,
OPADRY II Y-30-18037 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,RX96DK7VVX,,,88,mg,
OPADRY II Y-30-18037 WHITE,ORAL,"TABLET, FILM COATED",,RX96DK7VVX,,,86,mg,
OPADRY II Y-30-18037 WHITE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,RX96DK7VVX,26,mg,,,
OPADRY II YS-1-19025A CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,24,mg,
OPADRY II YS-1-19025A CLEAR,ORAL,"GRANULE, FOR SUSPENSION",,NA,,,14,mg,
OPADRY II YS-1-19025A CLEAR,ORAL,"TABLET, COATED",,NA,9.9,mg,,,
OPADRY II YS-1-19025A CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,68,mg,
OPADRY II YS-1-7006 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,24.1,mg,,,
OPADRY II YS-1-7006 CLEAR,ORAL,TABLET,,NA,,,12,mg,
OPADRY II YS-1-7006 CLEAR,ORAL,"TABLET, COATED",,NA,4.8,mg,,,
OPADRY II YS-1-7006 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,,,112,mg,
OPADRY II YS-1-7006 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,36,mg,
OPADRY II YS-1-7006 CLEAR,ORAL,"TABLET, FILM COATED",,NA,,,2,mg,
OPADRY II YS-22-18096 WHITE,ORAL,TABLET,,NA,28.8,mg,,,
OPADRY II YS-30-17265A BEIGE,ORAL,TABLET,,NA,6,mg,,,
OPADRY II YS-30-17265A BEIGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,9,mg,,,
OPADRY II YS-30-18105 WHITE,ORAL,TABLET,,NA,,,108,mg,
OPADRY II YS-30-18105 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,144,mg,
OPADRY OY-29020 CLEAR,ORAL,CAPSULE,,NA,2.08,mg,,,
OPADRY OY-29020 CLEAR,ORAL,TABLET,,NA,,,90,mg,
OPADRY OY-29020 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,22,mg,
OPADRY OY-52945 YELLOW,ORAL,TABLET,,NA,,,34,mg,
OPADRY OY-52945 YELLOW,ORAL,"TABLET, DELAYED RELEASE",,NA,,,90,mg,
OPADRY OY-52945 YELLOW,ORAL,"TABLET, FILM COATED",,NA,,,24,mg,
OPADRY OY-54937 PINK,ORAL,"TABLET, FILM COATED",,NA,3,mg,,,
OPADRY OY-58900 WHITE,ORAL,TABLET,,NA,,,172,mg,
OPADRY OY-58900 WHITE,ORAL,"TABLET, DELAYED RELEASE",,NA,7.5,mg,,,
OPADRY OY-58900 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,65,mg,
OPADRY OY-7240 CLEAR,ORAL,TABLET,,NA,24,mg,,,Y
OPADRY OY-7300 WHITE,ORAL,TABLET,,NA,,,95,mg,
OPADRY OY-B-28920 WHITE,ORAL,TABLET,,NA,,,44,mg,
OPADRY OY-B-32830,ORAL,TABLET,,NA,,,56,mg,
OPADRY OY-GM-28900,ORAL,TABLET,,NA,3,mg,,,
OPADRY OY-GM-28900,ORAL,"TABLET, FILM COATED",,NA,26,mg,,,
OPADRY OY-L-34836 PINK,ORAL,TABLET,,NA,,,24,mg,
OPADRY OY-LS-23016 ORANGE,ORAL,"TABLET, FILM COATED",,NA,,,6,mg,
OPADRY OY-LS-23018 ORANGE,ORAL,"TABLET, DELAYED RELEASE",,NA,6,mg,,,
OPADRY OY-LS-23018 ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,4.5,mg,,,
OPADRY OY-LS-28908 WHITE,ORAL,TABLET,,NA,7.5,mg,,,
OPADRY OY-LS-28908 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,14,mg,
OPADRY OY-LS-28914 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,7,mg,,,
OPADRY OY-LS-28914 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,60,mg,
OPADRY OY-LS-37200 BUFF,ORAL,TABLET,,NA,,,10,mg,Y
OPADRY OY-LS-37200 BUFF,ORAL,"TABLET, FILM COATED",,NA,,,9,mg,
OPADRY OY-LS-58900 WHITE,ORAL,SOLUTION,,NA,,NA,,,
OPADRY OY-S-22815 YELLOW,ORAL,TABLET,,NA,1.22,mg,,,
OPADRY OY-S-24900 PINK,ORAL,"TABLET, EXTENDED RELEASE",,NA,13.8,mg,,,
OPADRY OY-S-24900 PINK,ORAL,"TABLET, FILM COATED",,NA,4.5,mg,,,
OPADRY OY-S-28849 WHITE,ORAL,TABLET,,NA,,,5,mg,
OPADRY OY-S-28876 WHITE,ORAL,TABLET,,NA,,,18,mg,
OPADRY OY-S-28924 WHITE,ORAL,TABLET,,NA,,,13,mg,
OPADRY OY-S-28924 WHITE,ORAL,"TABLET, FILM COATED",,NA,16.52,mg,,,
OPADRY OY-S-29019 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,WCE543V7AA,,,76,mg,
OPADRY OY-S-29019 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,WCE543V7AA,,,10,mg,
OPADRY OY-S-30913 BLUE,ORAL,TABLET,,NA,,,30,mg,
OPADRY OY-S-30913 BLUE,ORAL,"TABLET, COATED",,NA,,,13,mg,
OPADRY OY-S-30913 BLUE,ORAL,"TABLET, FILM COATED",,NA,,,106,mg,
OPADRY OY-S-32921 YELLOW,ORAL,TABLET,,NA,4,mg,,,
OPADRY OY-S-32921 YELLOW,ORAL,"TABLET, FILM COATED",,NA,4,mg,,,
OPADRY OY-S-33016 ORANGE,ORAL,TABLET,,NA,,,90,mg,
OPADRY OY-S-33016 ORANGE,ORAL,"TABLET, COATED",,NA,3.3,mg,,,
OPADRY OY-S-38956 WHITE,ORAL,TABLET,,NA,,,24,mg,
OPADRY OY-S-54902 PINK,ORAL,"TABLET, FILM COATED",,NA,5.24,mg,,,
OPADRY OY-S-7322 WHITE,ORAL,TABLET,,NA,,,34,mg,
OPADRY OY-S-7322 WHITE,ORAL,"TABLET, FILM COATED",,NA,9,mg,,,
OPADRY OY-S-7399 WHITE,ORAL,TABLET,,NA,19,mg,,,
OPADRY OY-S-7399 WHITE,ORAL,"TABLET, FILM COATED",,NA,10,mg,,,
OPADRY OY-SR-34907,ORAL,TABLET,,NA,,,25,mg,
OPADRY Y-1-3211 GREEN,ORAL,TABLET,,NA,,NA,,,
OPADRY Y-1-3211 GREEN,ORAL,"TABLET, EXTENDED RELEASE",,NA,,NA,,,
OPADRY Y-1-4234 BLUE,ORAL,TABLET,,NA,3.06,mg,,,
OPADRY Y-1-7000 WHITE,ORAL,TABLET,,NA,,,109,mg,
OPADRY Y-1-7000 WHITE,ORAL,"TABLET, COATED",,NA,3,mg,,,
OPADRY Y-1-7000 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,37.5,mg,,,
OPADRY Y-1-7000 WHITE,ORAL,"TABLET, FILM COATED",,NA,,,40,mg,
OPADRY Y-1-7000B WHITE,ORAL,TABLET,,NA,10,mg,,,
OPADRY Y-1-7000H WHITE,ORAL,TABLET,,NA,,,117,mg,
OPADRY Y-1-7000H WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,16,mg,
OPADRY Y-1-7000H WHITE,ORAL,"TABLET, FILM COATED",,NA,,,65,mg,
OPADRY Y-1-7006 BLUE,ORAL,TABLET,,NA,3.23,mg,,,
OPADRY Y-1-7503 GRAY,ORAL,"TABLET, EXTENDED RELEASE",,NA,5,mg,,,
OPADRY Y-30-14565 PINK,ORAL,"TABLET, FILM COATED",,NA,,,144,mg,
OPADRY Y-30-17267 BEIGE,ORAL,TABLET,,NA,,NA,,,
OPADRY Y-30-17267 BEIGE,ORAL,"TABLET, FILM COATED",,NA,,NA,,,
OPADRY Y-5-1244 PINK,ORAL,"TABLET, FILM COATED",,NA,,,107,mg,
OPADRY Y-5-1727 RED,ORAL,TABLET,,NA,7,mg,,,
OPADRY Y-5-2028 YELLOW,ORAL,TABLET,,NA,,NA,,,
OPADRY Y-5-2042 YELLOW,ORAL,TABLET,,NA,0.03,mg,,,
OPADRY Y-5-2042 YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,18.3,mg,,,
OPADRY Y-5-2394 ORANGE,ORAL,TABLET,,NA,31.5,mg,,,
OPADRY Y-5-2450 ORANGE,ORAL,TABLET,,NA,20.9,mg,,,
OPADRY Y-5-2450 ORANGE,ORAL,"TABLET, FILM COATED",,NA,,,41,mg,
OPADRY Y-5-2646 BEIGE,ORAL,TABLET,,NA,14,mg,,,
OPADRY Y-5-4270 BLUE,ORAL,TABLET,,NA,14,mg,,,
OPADRY Y-5-7058 WHITE,ORAL,TABLET,,NA,6,mg,,,
OPADRY Y-5-7058 WHITE,ORAL,"TABLET, COATED",,NA,3,mg,,,
OPADRY Y-5-7068 WHITE,ORAL,TABLET,,NA,,,567,mg,
