UNII,ndc,product_name,INGREDIENT_NAME_x,INGREDIENT_NAME_y,ROUTE,DOSAGE_FORM,CAS_NUMBER,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
FZ989GH94E,61919-426,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POVIDONE,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,61919-426,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,61919-426,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,POVIDONE,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
O8232NY3SJ,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,"STARCH, CORN","STARCH 1500, PREGELATINIZED",ORAL,TABLET,,,,1116.0,mg,
OP1R32D61U,61919-440,LEVOFLOXACIN 750 mg ORAL TABLET,"CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
OP1R32D61U,61919-704,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,61919-741,LEVOFLOXACIN 750 mg ORAL TABLET,TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,61919-741,LEVOFLOXACIN 750 mg ORAL TABLET,HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,61919-741,LEVOFLOXACIN 750 mg ORAL TABLET,POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,61919-741,LEVOFLOXACIN 750 mg ORAL TABLET,MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
OP1R32D61U,61919-741,LEVOFLOXACIN 750 mg ORAL TABLET,"CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
0VUT3PMY82,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (3 MPA.S),HYPROMELLOSE 2910 (3 MPA.S),ORAL,TABLET,9004653.0,,,379.0,mg,
0WZ8WG20P6,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (6 MPA.S),HYPROMELLOSE 2910 (6 MPA.S),ORAL,TABLET,9004653.0,,,880.0,mg,
15FIX9V2JP,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
6OZP39ZG8H,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
7SEV7J4R1U,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TALC,TALC,ORAL,TABLET,14807966.0,1000.0,mg,,,
B697894SGQ,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYETHYLENE GLYCOL 400,POLYETHYLENE GLYCOL 400,ORAL,TABLET,25322683.0,,,193.0,mg,
ETJ7Z6XBU4,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",SILICON DIOXIDE,SILICON DIOXIDE,ORAL,TABLET,7631869.0,,,336.0,mg,
EX438O2MRT,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
M28OL1HH48,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
RFW2ET671P,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYDROXYPROPYL CELLULOSE (TYPE H),HYDROXYPROPYL CELLULOSE (1600000 WAMW),ORAL,TABLET,9004642.0,,,230.0,mg,
XM0M87F357,61919-867,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",FERROSOFERRIC OXIDE,FERROSOFERRIC OXIDE,ORAL,TABLET,1317619.0,3.2,mg,,,
0WZ8WG20P6,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (6 MPA.S),HYPROMELLOSE 2910 (6 MPA.S),ORAL,TABLET,9004653.0,,,880.0,mg,
15FIX9V2JP,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
6OZP39ZG8H,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
B697894SGQ,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POLYETHYLENE GLYCOL 400,POLYETHYLENE GLYCOL 400,ORAL,TABLET,25322683.0,,,193.0,mg,
M28OL1HH48,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
R75537T0T4,61919-987,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (5 MPA.S),HYPROMELLOSE 2910 (5 MPA.S),ORAL,TABLET,9004653.0,,,1200.0,mg,
0VUT3PMY82,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (3 MPA.S),HYPROMELLOSE 2910 (3 MPA.S),ORAL,TABLET,9004653.0,,,379.0,mg,
0WZ8WG20P6,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (6 MPA.S),HYPROMELLOSE 2910 (6 MPA.S),ORAL,TABLET,9004653.0,,,880.0,mg,
15FIX9V2JP,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
6OZP39ZG8H,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
7SEV7J4R1U,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TALC,TALC,ORAL,TABLET,14807966.0,1000.0,mg,,,
B697894SGQ,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYETHYLENE GLYCOL 400,POLYETHYLENE GLYCOL 400,ORAL,TABLET,25322683.0,,,193.0,mg,
ETJ7Z6XBU4,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",SILICON DIOXIDE,SILICON DIOXIDE,ORAL,TABLET,7631869.0,,,336.0,mg,
EX438O2MRT,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
M28OL1HH48,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
RFW2ET671P,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYDROXYPROPYL CELLULOSE (TYPE H),HYDROXYPROPYL CELLULOSE (1600000 WAMW),ORAL,TABLET,9004642.0,,,230.0,mg,
XM0M87F357,61919-992,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERROSOFERRIC OXIDE,FERROSOFERRIC OXIDE,ORAL,TABLET,1317619.0,3.2,mg,,,
15FIX9V2JP,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,"HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,"POVIDONE, UNSPECIFIED",POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
O8232NY3SJ,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,"STARCH, CORN","STARCH 1500, PREGELATINIZED",ORAL,TABLET,,,,1116.0,mg,
OP1R32D61U,62135-655,LEVOFLOXACIN 250 mg ORAL TABLET,MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,"HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,"POVIDONE, UNSPECIFIED",POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
O8232NY3SJ,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,"STARCH, CORN","STARCH 1500, PREGELATINIZED",ORAL,TABLET,,,,1116.0,mg,
OP1R32D61U,62135-656,LEVOFLOXACIN 500 mg ORAL TABLET,MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,"HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,"POVIDONE, UNSPECIFIED",POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
O8232NY3SJ,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,"STARCH, CORN","STARCH 1500, PREGELATINIZED",ORAL,TABLET,,,,1116.0,mg,
OP1R32D61U,62135-657,LEVOFLOXACIN 750 mg ORAL TABLET,MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
36SFW2JZ0W,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (15 MPA.S),HYPROMELLOSE 2910 (15 MPA.S),ORAL,TABLET,9004653.0,,,360.0,mg,
7SEV7J4R1U,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TALC,TALC,ORAL,TABLET,14807966.0,1000.0,mg,,,
B697894SGQ,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYETHYLENE GLYCOL 400,POLYETHYLENE GLYCOL 400,ORAL,TABLET,25322683.0,,,193.0,mg,
ETJ7Z6XBU4,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",SILICON DIOXIDE,SILICON DIOXIDE,ORAL,TABLET,7631869.0,,,336.0,mg,
EWQ57Q8I5X,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",LACTOSE MONOHYDRATE,LACTOSE MONOHYDRATE,ORAL,TABLET,64044515.0,,,4384.0,mg,
EX438O2MRT,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
M28OL1HH48,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
R8WTH25YS2,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",GLYCERYL DIBEHENATE,GLYCERYL DIBEHENATE,ORAL,TABLET,99880645.0,,,148.0,mg,
RFW2ET671P,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYDROXYPROPYL CELLULOSE (TYPE H),HYDROXYPROPYL CELLULOSE (1600000 WAMW),ORAL,TABLET,9004642.0,,,230.0,mg,
RFW2ET671P,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYDROXYPROPYL CELLULOSE (1600000 WAMW),HYDROXYPROPYL CELLULOSE (1600000 WAMW),ORAL,TABLET,9004642.0,,,230.0,mg,
U725QWY32X,63187-003,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POVIDONE K30,POVIDONE K30,ORAL,TABLET,9003398.0,,,2828.0,mg,
15FIX9V2JP,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
36SFW2JZ0W,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (15 MPA.S),HYPROMELLOSE 2910 (15 MPA.S),ORAL,TABLET,9004653.0,,,360.0,mg,
7SEV7J4R1U,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TALC,TALC,ORAL,TABLET,14807966.0,1000.0,mg,,,
B697894SGQ,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYETHYLENE GLYCOL 400,POLYETHYLENE GLYCOL 400,ORAL,TABLET,25322683.0,,,193.0,mg,
ETJ7Z6XBU4,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",SILICON DIOXIDE,SILICON DIOXIDE,ORAL,TABLET,7631869.0,,,336.0,mg,
EWQ57Q8I5X,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",LACTOSE MONOHYDRATE,LACTOSE MONOHYDRATE,ORAL,TABLET,64044515.0,,,4384.0,mg,
EX438O2MRT,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
M28OL1HH48,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
R8WTH25YS2,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",GLYCERYL DIBEHENATE,GLYCERYL DIBEHENATE,ORAL,TABLET,99880645.0,,,148.0,mg,
RFW2ET671P,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYDROXYPROPYL CELLULOSE (TYPE H),HYDROXYPROPYL CELLULOSE (1600000 WAMW),ORAL,TABLET,9004642.0,,,230.0,mg,
RFW2ET671P,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYDROXYPROPYL CELLULOSE (1600000 WAMW),HYDROXYPROPYL CELLULOSE (1600000 WAMW),ORAL,TABLET,9004642.0,,,230.0,mg,
U725QWY32X,63187-004,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POVIDONE K30,POVIDONE K30,ORAL,TABLET,9003398.0,,,2828.0,mg,
15FIX9V2JP,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,"HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
3NXW29V3WO,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,"POVIDONE, UNSPECIFIED",POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
FZ989GH94E,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,POVIDONES,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
O8232NY3SJ,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,"STARCH, CORN","STARCH 1500, PREGELATINIZED",ORAL,TABLET,,,,1116.0,mg,
OP1R32D61U,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,"CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
OP1R32D61U,63187-384,LEVOFLOXACIN 750 mg ORAL TABLET,MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
3NXW29V3WO,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
OP1R32D61U,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
OP1R32D61U,63187-438,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
30IQX730WE,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYETHYLENE GLYCOL 6000,POLYETHYLENE GLYCOL 6000,ORAL,TABLET,25322683.0,,,750.0,mg,
3NXW29V3WO,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
3NXW29V3WO,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
7SEV7J4R1U,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TALC,TALC,ORAL,TABLET,14807966.0,1000.0,mg,,,
OP1R32D61U,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
OP1R32D61U,63187-514,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
2S7830E561,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",CROSPOVIDONE,CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
2S7830E561,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","CROSPOVIDONE, UNSPECIFIED",CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
3NXW29V3WO,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
M28OL1HH48,63187-833,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
