id	compound_id	pk_adm_other_routes	pk_age_group	pk_analyte_cid	pk_analyte_mw	pk_analyte_pt	pk_analyte_query	pk_analyte_smiles	pk_analyte_tissue	pk_analyte_unii	pk_application_cid	pk_application_mw	pk_application_pt	pk_application_query	pk_application_smiles	pk_application_unii	pk_auc_hours	pk_auc_other_units	pk_auc_type	pk_auc_units	pk_auc_value	pk_cmax_other_units	pk_cmax_units	pk_cmax_value	pk_dose_other_types	pk_dose_other_units	pk_dose_type	pk_dose_units	pk_dose_value	pk_exp_other_types	pk_experiment_type	pk_food_status	pk_frequency_other_period	pk_frequency_period	pk_frequency_times	pk_funbound_comment	pk_funbound_value	pk_health_status	pk_routes	pk_sex	pk_source_type	pk_source_uri	pk_species	pk_thalf_other_units	pk_thalf_units	pk_thalf_value	pk_application_comment	pk_population_comment	pk_application_combo_comment	pk_population_size	pk_annotated_form	pk_analyte_other_tissue	pkappcombo
5458	2548		ADULT	3202	166.2401	EDROPHONIUM	EDROPHONIUM	CC[N+](C)(C)C1=CC(O)=CC=C1	BLOOD	70FP3JLY7N			ATROPINE	atropine	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C3=CC=CC=C3	7C0697DR9I											RECOMMENDED	mg/kg	1		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/7224209/	Homo sapiens		min	110							true
5459	2549		ADULT	8223	581.6615	ERGOTAMINE	ERGOTAMINE	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	PLASMA	PR834Q503T									?	pg × h/mL	61		pg/mL	21.4			UNKNOWN	mg	2		SINGLE	FASTED						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3732370/	Homo sapiens										false
5460	2549		ADULT	8223	581.6615	ERGOTAMINE	ergotamine	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	PLASMA	PR834Q503T									?	pg × h/mL	1216		pg/mL	454			UNKNOWN	mg	2		SINGLE	FASTED						HEALTHY	Rectal	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3732370/	Homo sapiens		h	3.35							false
5461	2549		ADULT	8223	581.6615	ERGOTAMINE	ERGOTAMINE	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	PLASMA	PR834Q503T									?	ng × h/mL	4.38						UNKNOWN	μg/kg bw	3.89		SINGLE	FED						HEALTHY	Intravenous	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3932078/	Homo sapiens		h	2.15							false
5462	2549		ADULT	8223	581.6615	ERGOTAMINE	Ergotamine	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	PLASMA	PR834Q503T									?	ng × h/mL	2.04						UNKNOWN	μg/kg bw	1.94		SINGLE	FED						HEALTHY	Intravenous	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3932078/	Homo sapiens		h	2.13							false
5463	2549		ADULT	8223	581.6615	ERGOTAMINE	Ergotamine	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=C3C2=CC=C4)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](CC8=CC=CC=C8)N6C5=O	PLASMA	PR834Q503T									?	ng × h/mL	1.36						UNKNOWN	μg/kg bw	1.01		SINGLE	FED						HEALTHY	Intravenous	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3932078/	Homo sapiens		h	2.08							false
5464	2550		UNKNOWN	3290	312.472	PROFENAMINE	PROFENAMINE	CCN(CC)C(C)CN1C2=CC=CC=C2SC3=C1C=CC=C3	UNKNOWN	7WI4P02YN1																						UNKNOWN					7	UNKNOWN		UNKNOWN	OTHER	https://go.drugbank.com/drugs/DB00392	Homo sapiens										false
5465	2553		ADULT	10770	261.3593	HEXYLCAINE	HEXYLCAINE	CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2	PLASMA	511IU0826Z													μg/mL	205			UNKNOWN	mL	5		SINGLE	UNKNOWN						HEALTHY	Intrathecal	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/693515/	Homo sapiens		min	13							false
5466	2555		ADULT	47576	531.431	KETOCONAZOLE	KETOCONAZOLE	CC(=O)N1CCN(CC1)C2=CC=C(OC[C@@H]3CO[C@](CN4C=CN=C4)(O3)C5=C(Cl)C=C(Cl)C=C5)C=C2	PLASMA	R9400W927I							12		t	mg × min/L	1053		μg/mL	6			RECOMMENDED	mg	200		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/6271723/	Homo sapiens		min	122							false
5467	2555		ADULT	47576	531.431	KETOCONAZOLE	KETOCONAZOLE	CC(=O)N1CCN(CC1)C2=CC=C(OC[C@@H]3CO[C@](CN4C=CN=C4)(O3)C5=C(Cl)C=C(Cl)C=C5)C=C2	PLASMA	R9400W927I													μg/mL	3.5			RECOMMENDED	mg	200		SINGLE	FED				In vitro, the plasma protein binding is about 99% mainly to the albumin fraction.	1	HEALTHY	Oral	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/018533s041lbl.pdf	Homo sapiens		h	2							false
5468	2557		UNKNOWN	3998	186.231	MAFENIDE	mafenide	NCC1=CC=C(C=C1)S(N)(=O)=O	BLOOD	58447S8P4L													μg/mL	26			UNKNOWN	g	14		SINGLE	UNKNOWN						UNKNOWN	Topical	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/1998/19832lbl.pdf	Homo sapiens										false
5469	2557		UNKNOWN	8739	201.2	CARZENIDE	CARZENIDE	NS(=O)(=O)C1=CC=C(C=C1)C(O)=O	BLOOD	30Z5HQB5A4													μg/mL	10			UNKNOWN	g	14		SINGLE	UNKNOWN						UNKNOWN	Topical	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/1998/19832lbl.pdf	Homo sapiens										false
5470	2557		UNKNOWN	3998	186.231	MAFENIDE	mafenide	NCC1=CC=C(C=C1)S(N)(=O)=O	BLOOD	58447S8P4L													μg/mL	197			UNKNOWN	g	77		SINGLE	UNKNOWN						UNKNOWN	Topical	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/1998/19832lbl.pdf	Homo sapiens										false
5471	2557		UNKNOWN	8739	201.2	CARZENIDE	CARZENIDE	NS(=O)(=O)C1=CC=C(C=C1)C(O)=O	BLOOD	30Z5HQB5A4													μg/mL	340			UNKNOWN	g	77		SINGLE	UNKNOWN						UNKNOWN	Topical	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/1998/19832lbl.pdf	Homo sapiens										false
5472	2559		ADULT	4078	386.574	MESORIDAZINE	MESORIDAZINE	CN1CCCCC1CCN2C3=CC(=CC=C3SC4=C2C=CC=C4)[S+](C)[O-]	PLASMA	5XE4NWM740							24		t	ng × h/mL	2400		ng/mL	240			RECOMMENDED	mg	50		SINGLE	FASTED				https://pubmed.ncbi.nlm.nih.gov/39211/	75	HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/17410120/	Homo sapiens		h	12.5							false
5473	2560		ADULT	4097	340.436	METHANTHELINE	METHANTHELINE	CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=C1C=CC=C3	PLASMA	36EI79TX7I													ng/mL	25			RECOMMENDED	mg	100		SINGLE	UNKNOWN						HEALTHY	Oral	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/22527350/	Homo sapiens		h	2							false
5474	2561		ADULT	6087	380.415	METHICILLIN	METHICILLIN	COC1=CC=CC(OC)=C1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O	PLASMA	Q91FH1328A									∞	μg × h/mL	27.5		μg/mL	25			UNKNOWN	mg/kg	15		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/404369/	Homo sapiens		h	1.05							false
5475	2562		ADULT	21233	652.8189	METOCURINE	METOCURINE	COC1=CC2=C3C=C1OC4=C(OC)C=CC(C[C@@H]5C6=C(CC[N+]5(C)C)C=C(OC)C(OC)=C6OC7=CC=C(C[C@@H]3[N+](C)(C)CC2)C=C7)=C4	SERUM	V0M92G2U26													μg/mL	1.05			RECOMMENDED	mg/kg	0.3		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/7023284/	Homo sapiens		h	11.4							false
5476	2562		ADULT	21233	652.8189	METOCURINE	METOCURINE	COC1=CC2=C3C=C1OC4=C(OC)C=CC(C[C@@H]5C6=C(CC[N+]5(C)C)C=C(OC)C(OC)=C6OC7=CC=C(C[C@@H]3[N+](C)(C)CC2)C=C7)=C4	SERUM	V0M92G2U26													μg/mL	0.46			RECOMMENDED	mg/kg	0.3		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/7023284/	Homo sapiens		h	6							false
5477	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	2.96		μg/mL	0.21			UNKNOWN	mg	100		SINGLE	UNKNOWN				Protein binding of mexiletine is 60%	40	HEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	9.4							false
5478	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	5.8		μg/mL	0.35			UNKNOWN	mg	150		SINGLE	UNKNOWN						HEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	10.8							false
5479	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	7.76		μg/mL	0.45			RECOMMENDED	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	11.1							false
5480	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	6.7		μg/mL	0.46			RECOMMENDED	mg	300		SINGLE	UNKNOWN						UNHEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	10							false
5481	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	8.3		μg/mL	0.81			RECOMMENDED	mg	400		SINGLE	UNKNOWN						HEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	7							false
5482	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	22		μg/mL	1.2			RECOMMENDED	mg	200		MULTIPLE	UNKNOWN		day	3			UNHEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	9.9							false
5483	2563		ADULT	4178	179.2588	MEXILETINE	MEXILETINE	CC(N)COC1=C(C)C=CC=C1C	PLASMA	1U511HHV4Z									∞	μg × h/mL	3.7		μg/mL	0.59			UNKNOWN	mg	100		MULTIPLE	UNKNOWN		day	3			UNHEALTHY	Oral	UNKNOWN	REVIEW	https://www.ema.europa.eu/en/documents/assessment-report/namuscla-epar-public-assessment-report_en.pdf	Homo sapiens		h	14.1							false
5484	2564		ADULT		246.35	MILNACIPRAN			PLASMA										∞	ng × h/mL	1316.9		ng/mL	132			RECOMMENDED	mg	50		SINGLE	UNKNOWN						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/26663198/	Homo sapiens		h	7							false
5485	2564		ADULT		246.35	MILNACIPRAN			PLASMA														ng/mL	150			RECOMMENDED	mg	50		SINGLE	UNKNOWN					87	HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8923123/	Homo sapiens		h	8							false
5486	2564		UNKNOWN		246.35	MILNACIPRAN			PLASMA																		RECOMMENDED	mg	50		SINGLE	UNKNOWN				Milnacipran has a low binding to plasma proteins (13%)	87	UNKNOWN	Oral	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022256s023lbl.pdf	Homo sapiens		h	6							false
5487	2565		ADULT	34633	427.517	MORICIZINE	MORICIZINE	CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1	BLOOD	2GT1D0TMX1									?	mg × h/L	0.569		mg/L	0.3035			UNKNOWN	mg	150		MULTIPLE	UNKNOWN		day	3			HEALTHY	Oral	MALE	REVIEW	https://pubmed.ncbi.nlm.nih.gov/2407090	Homo sapiens		h	1.5				11			false
5488	2565		ADULT	34633	427.517	MORICIZINE	MORICIZINE	CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1	BLOOD	2GT1D0TMX1									?	mg × h/L	0.747		mg/L	0.444			UNKNOWN	mg	200		MULTIPLE	UNKNOWN		day	3			HEALTHY	Oral	MALE	REVIEW	https://pubmed.ncbi.nlm.nih.gov/2407090	Homo sapiens		h	1.4				11			false
5489	2565		ADULT	34633	427.517	MORICIZINE	MORICIZINE	CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1	BLOOD	2GT1D0TMX1									?	mg × h/L	1.008		mg/L	0.5			UNKNOWN	mg	250		MULTIPLE	UNKNOWN		day	3			HEALTHY	Oral	MALE	REVIEW	https://pubmed.ncbi.nlm.nih.gov/2407090	Homo sapiens		h	1.4				11			false
5490	2565		ADULT	34633	427.517	MORICIZINE	MORICIZINE	CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1	BLOOD	2GT1D0TMX1									?	mg × h/L	0.993		mg/L	0.597			UNKNOWN	mg	300		MULTIPLE	UNKNOWN		day	3			HEALTHY	Oral	MALE	REVIEW	https://pubmed.ncbi.nlm.nih.gov/2407090	Homo sapiens		h	1.4				11			false
5491	2566		ADULT	189562	405.435	NEBIVOLOL	NEBIVOLOL	O[C@H](CNC[C@@H](O)[C@H]1CCC2=C(O1)C=CC(F)=C2)[C@@H]3CCC4=CC(F)=CC=C4O3	PLASMA	030Y90569U									?	ng × h/mL	7.76		ng/mL	1.48			RECOMMENDED	mg	10		SINGLE	UNKNOWN						HEALTHY	Oral	FEMALE / MALE	REVIEW	https://pubmed.ncbi.nlm.nih.gov/18083889/	Homo sapiens		h	11							false
5492	2566		UNKNOWN	189562	405.435	NEBIVOLOL	NEBIVOLOL	O[C@H](CNC[C@@H](O)[C@H]1CCC2=C(O1)C=CC(F)=C2)[C@@H]3CCC4=CC(F)=CC=C4O3	PLASMA	030Y90569U																	UNKNOWN				UNKNOWN	UNKNOWN				The in vitro human plasma protein binding of nebivolol is approximately 98%, mostly to albumin, and is independent of nebivolol concentrations.	2	UNKNOWN		UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021742s022lbl.pdf	Homo sapiens										false
5493	2568		ADULT	104811	342.389	OXYPHENBUTAZONE	OXYPHENBUTAZONE	O.CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3	PLASMA	H806S4B3NS							48		t	μg × h/mL	397.401		μg/mL	21.42			UNKNOWN	mg	97.49		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10518246/	Homo sapiens										false
5494	2568		ADULT	104811	342.389	OXYPHENBUTAZONE	oxyphenbutazone	O.CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3	PLASMA	H806S4B3NS							48		t	μg × h/mL	482.606		μg/mL	24.54			UNKNOWN	mg	95.38		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10518246/	Homo sapiens										false
5495	2568		ADULT	104811	342.389	OXYPHENBUTAZONE	oxyphenbutazone	O.CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3	PLASMA	H806S4B3NS							48		t	μg × h/mL	463.858		μg/mL	24.05			UNKNOWN	mg	98.82		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10518246/	Homo sapiens										false
5496	2568		ADULT	104811	342.389	OXYPHENBUTAZONE	oxyphenbutazone	O.CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3	PLASMA	H806S4B3NS							48		t	μg × h/mL	285.932		μg/mL	12			UNKNOWN	mg	94.99		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10518246/	Homo sapiens										false
5497	2568		ADULT	104811	342.389	OXYPHENBUTAZONE	oxyphenbutazone	O.CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3	PLASMA	H806S4B3NS							48		t	μg × h/mL	381.688		μg/mL	18.24			UNKNOWN	mg	95.75		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10518246/	Homo sapiens										false
5498	2569		ADULT	5749	348.4996	OXYPHENONIUM	OXYPHENONIUM	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2	PLASMA	D2G5508Y7I									?	μg × min/mL	5.9						UNKNOWN	mg	2		SINGLE	UNKNOWN						HEALTHY	Intravenous	UNKNOWN	OTHER	https://core.ac.uk/download/pdf/232467634.pdf	Homo sapiens		h	2							false
5499	2569		ADULT	5749	348.4996	OXYPHENONIUM	OXYPHENONIUM	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2	PLASMA	D2G5508Y7I									?				ng/mL	5			UNKNOWN	mg	10		SINGLE	FASTED						HEALTHY	Oral	UNKNOWN	OTHER	https://core.ac.uk/download/pdf/232467634.pdf	Homo sapiens		min	190							false
5500	2569		ADULT	5749	348.4996	OXYPHENONIUM	OXYPHENONIUM	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2	PLASMA	D2G5508Y7I									?	μg × min/mL	4.6		ng/mL	80			UNKNOWN	mg	2		SINGLE	UNKNOWN						HEALTHY	Intramuscular	UNKNOWN	OTHER	https://core.ac.uk/download/pdf/232467634.pdf	Homo sapiens		min	130							false
5501	2570		ADULT	4688	159.2276	PARGYLINE	PARGYLINE	CN(CC#C)CC1=CC=CC=C1	PLASMA	9MV14S8G3E							24		t	ng × h/mL	272		ng/mL	75			UNKNOWN	mg	50		SINGLE	UNKNOWN						UNHEALTHY	Oral	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/490428/	Homo sapiens		h	5							false
5502	2571		ADULT	4761	240.3434	PHENIRAMINE	PHENIRAMINE	CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2	PLASMA	134FM9ZZ6M							24		t	ng × h/mL	5768		ng/mL	274			UNKNOWN	mg	30.5		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3988394/	Homo sapiens		h	17							false
5503	2572		ADULT	4762	177.2429	PHENMETRAZINE	PHENMETRAZINE	CC1NCCOC1C2=CC=CC=C2	PLASMA	XA501VL3VR													μg/L	120			UNKNOWN	mg	75		SINGLE	FASTED						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/6026786/	Homo sapiens		h	8							false
5504	2574		NEWBORN	50192	602.8912	PIPECURONIUM	PIPECURONIUM	CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CC[N+](C)(C)CC5)N6CC[N+](C)(C)CC6	PLASMA	1N3O74HM92									?	μg × min/mL	106.7		μg/mL	3.5			UNKNOWN	μg/kg	100		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8751042	Homo sapiens		min	2.5							false
5505	2574		CHILD	50192	602.8912	PIPECURONIUM	PIPECURONIUM	CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CC[N+](C)(C)CC5)N6CC[N+](C)(C)CC6	PLASMA	1N3O74HM92									?	μg × min/mL	95.85		μg/mL	4.4			UNKNOWN	μg/kg	140		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8751042	Homo sapiens		min	2							false
5506	2574		ADULT	50192	602.8912	PIPECURONIUM	PIPECURONIUM	CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CC[N+](C)(C)CC5)N6CC[N+](C)(C)CC6	PLASMA	1N3O74HM92									?	μg × min/mL	50.6		μg/mL	1.6			UNKNOWN	μg/kg	120		SINGLE	UNKNOWN						UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8751042	Homo sapiens		min	5.8							false
5507	2575		ADULT	19933	211.652	(4-CHLOROPHENYL)BIGUANIDE	4-chlorophenylbiguanide	NC(=N)NC(=N)NC1=CC=C(Cl)C=C1	PLASMA	61UQ98597T									∞	ng × h/mL	249		ng/mL	10			UNKNOWN	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3440097/	Homo sapiens										false
5508	2575		ADULT	9049	251.715	CYCLOGUANIL	cycloguanil	CC1(C)N=C(N)N=C(N)N1C2=CC=C(Cl)C=C2	BLOOD	26RM326WVN									∞	ng × h/mL	834		ng/mL	50			UNKNOWN	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3440097/	Homo sapiens										false
5509	2575		ADULT	9049	251.715	CYCLOGUANIL	cycloguanil	CC1(C)N=C(N)N=C(N)N1C2=CC=C(Cl)C=C2	PLASMA	26RM326WVN									∞	ng × h/mL	661		ng/mL	41			UNKNOWN	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3440097/	Homo sapiens										false
5510	2575		ADULT	4923|5353897|5361395|6178111|6328384	253.731	PROGUANIL	PROGUANIL	CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1	PLASMA	S61K3P7B2V									∞	ng × h/mL	2975		ng/mL	170			UNKNOWN	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3440097/	Homo sapiens		h	16.1							false
5511	2575		ADULT	4923|5353897|5361395|6178111|6328384	253.731	PROGUANIL	PROGUANIL	CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1	BLOOD	S61K3P7B2V									∞	ng × h/mL	14070		ng/mL	980			UNKNOWN	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3440097/	Homo sapiens		h	15.7							false
5512	2575		ADULT	19933	211.652	(4-CHLOROPHENYL)BIGUANIDE	4-chlorophenylbiguanide	NC(=N)NC(=N)NC1=CC=C(Cl)C=C1	BLOOD	61UQ98597T									∞	ng × h/mL	883		ng/mL	39			UNKNOWN	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3440097/	Homo sapiens										false
5513	2575		ADULT	9049	251.715	CYCLOGUANIL	cycloguanil	CC1(C)N=C(N)N=C(N)N1C2=CC=C(Cl)C=C2	PLASMA	26RM326WVN							24		t	μg × min/mL	190						RECOMMENDED	mg	200		STEADY-STATE	UNKNOWN		day	1			HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8329294/	Homo sapiens										false
5514	2575		ADULT	4923|5353897|5361395|6178111|6328384	253.731	PROGUANIL	PROGUANIL	CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1	PLASMA	S61K3P7B2V													ng/mL	190			RECOMMENDED	mg	200		STEADY-STATE	UNKNOWN		day	1			HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8329294/	Homo sapiens		h	21		Extensive metabolizers					false
5515	2575		ADULT	9049	251.715	CYCLOGUANIL	cycloGUANIL	CC1(C)N=C(N)N=C(N)N1C2=CC=C(Cl)C=C2	PLASMA	26RM326WVN							72		t	μg × min/mL	141						DEFINED DAILY	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8329294/	Homo sapiens										false
5516	2575		ADULT	4923|5353897|5361395|6178111|6328384	253.731	PROGUANIL	PROGUANIL	CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1	PLASMA	S61K3P7B2V													ng/mL	209			DEFINED DAILY	mg	200		SINGLE	UNKNOWN						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8329294/	Homo sapiens		h	18		Extensive metabolizers		6			false
5517	2576		ADULT	4927	284.419	PROMETHAZINE	promethazine	CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C	PLASMA	FF28EJQ494									∞	ng × h/mL	256		ng/mL	9.04			UNKNOWN	mg	50		SINGLE	FASTED						HEALTHY	Rectal	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10965395/	Homo sapiens		h	17.2							false
