id	compound_id	toxicity_adm_other_routes	toxicity_age_group	toxicity_dose_other_types	toxicity_dose_other_units	toxicity_dose_type	toxicity_dose_units	toxicity_dose_value	toxicity_exp_other_types	toxicity_experiment_type	toxicity_food_status	toxicity_frequency_other_period	toxicity_frequency_period	toxicity_frequency_times	toxicity_health_status	toxicity_routes	toxicity_sex	toxicity_source_type	toxicity_source_uri	toxicity_species	tox_application_smiles	toxicity_do_id	tox_application_pt_3	tox_application_cid	tox_application_unii	toxicity_age_group_median	toxicity_diff_dose_type	tox_application_dosing_comment_2	tox_application_pt_2	toxicity_dose_comment	toxicityappcombo	toxicity_age_group_to	toxicity_population_size	toxicity_do	tox_application_dosing_comment	tox_application_mw	tox_application_query_3	tox_application_query	toxicity_age_group_from	tox_application_pt	tox_application_dosing_comment_3	toxicity_duration	toxicity_duration_units	tox_application_query_2	toxicity_source_page
4550	2245						mg	1200		multiple			day	1	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/3044876	Homo sapiens						49.8								unstable bladder								4	week		
4551	2245						mg	200		multiple			day	3	unhealthy	oral	F		http://www.jiaci.org/issues/vol22issue5/8-20.pdf | https://pubmed.ncbi.nlm.nih.gov/10385348	Homo sapiens						26							1	urinary infection					26						
4552	2246		adult			Recommended	mg	400		steady			day	2	unhealthy	oral	unknown		https://pubmed.ncbi.nlm.nih.gov/1621747/	Homo sapiens													235	bacterial infections								7	day		
4553	2246		children and adults			Highest studied dose	mg/kg	30		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/1621742/	Homo sapiens							max						4506	bacterial infections								23	day		
4554	2247					Overdose	mg	300		single					healthy	intravascular	F		https://pubmed.ncbi.nlm.nih.gov/17680197	Homo sapiens						25				6.25 mg x kg(-1)			1						25						
4555	2248					Studied dose	drop	9		multiple			day	1	unhealthy	topical	M+F		https://pubmed.ncbi.nlm.nih.gov/19998578	Homo sapiens						3.44	median|total daily dose			1 g of the target medication (Otalgan eardrops, Südmedica GmbH, München, Germany) contains 50 mg phenazone and 10 mg procaine hydrochloride; the total daily dose ranged from 5 up to >20 drops/d with a median of 9 drops per day. The accumulated dose per treatment cycle ranged from 20 to >100 drops/treatment cycle with a median of 45 drops per treatment cycle.			428	Acute otitis media	9 drops, 1/day, 5.15 days			phenazone, topical				5.15	day		p.507
4556	2248					Studied dose	mg	50		multiple			day	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/6362368	Homo sapiens						72.8				An oral form of procaine, bound to haematoporphyrin was used			119	Age-related decline								2	year		p.304
4557	2249		adult				mg	1000		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01233609	Homo sapiens							max			One to four 250mg softgels by mouth daily (dose determined by body weight)			46	Retinitis Pigmentosa								52	week		
4558	2249		adult				mg	500		steady			day	2	healthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01729598	Homo sapiens							max			Seven healthy volunteers will be enrolled into 2 sequential cohorts, for a total of 14 enrolled subjects.  The study will be conducted using two doses of valproate (250 mg PO bid, followed by 500 mg PO bid).			10									35	day		
4559	2249					Highest studied dose	mg/kg	120		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/17579623	Homo sapiens						62.5				VPA was administered as an 1-h infusion daily for 5 consecutive days in a 21-day cycle.			5	Cancer								5	day		p.179
4560	2249					Highest studied dose	mg/kg	150		single					healthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/28497259	Homo sapiens						30.2							3												p.6
4561	2249					MTD	mg/kg	140		single					healthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/28497259	Homo sapiens						30.2							6												p.6
4562	2249					MTD	mg/kg	60		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/17579623	Homo sapiens						62.5				VPA was administered as an 1-h infusion daily for 5 consecutive days in a 21-day cycle.			3	Cancer								5	day		p.178
4563	2249					Overdose	g	100		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/18082799	Homo sapiens						41				suicide attempt			1	Epilepsy											110000
4564	2249					Overdose	g	25		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/29053479	Homo sapiens						37				suicide attempt			1	Seizures |Bipolar disorder											p.1
4565	2249					Recommended	mg/kg	60		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018081s065_018082s048lbl.pdf	Homo sapiens										Patients should initiate therapy at 10 to 15 mg/kg/day. The dosage should be increased by 5 to 10 mg/kg/week to achieve optimal clinical response. Ordinarily, optimal clinical response is achieved at daily doses below 60 mg/kg/day.				Seizures											p.1
4566	2251					MTD	mg/kg	1.2		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/2591437	Homo sapiens										Prochlorperazine, as a solution of the mesylate salt in 5% dextrose, was given as an intravenous infusion over 20 min, commencing 30 min prior to the chemotherapy.			3	Nausea|Vomiting											p.1469
4567	2251					MTD	mg/m2	180		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/8070004	Homo sapiens										Subsequent courses were repeated every 21 days.		77	4	Cancer	60 mg/m2; q.d.			doxorubicin, i.v.	38						p.380
4568	2251					Recommended	mg	75		multiple			day	4	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2005/010571s096lbl.pdf	Homo sapiens							total daily dose							Psychiatric Disorders											p.3
4569	2252		adult			Recommended	mg	10		steady			day	1	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019787s047lbl.pdf	Homo sapiens							min						1250	Hypertension								7	day		
4570	2252		adult			Recommended	mg	10		steady			day	1	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019787s047lbl.pdf	Homo sapiens													268	Hypertension								7	day		
4571	2252		adult			Recommended	mg	2.5		steady			day	1	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019787s047lbl.pdf	Homo sapiens													275	Hypertension								7	day		
4572	2252		adult			Recommended	mg	5		steady			day	1	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019787s047lbl.pdf	Homo sapiens													296	Hypertension								7	day		
4573	2252		adult			Recommended	mg	5.6		steady			day	1	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/31345083/	Homo sapiens							mean						231	Hypertension, Pregnancy								65	day		
4574	2252					Overdose	mg	75		single					unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/9220044/	Homo sapiens						42	mean						1	Hypertension					42						
4575	2253					Accidental dose	mg	5		single					unhealthy	intravenous	M		https://pubmed.ncbi.nlm.nih.gov/9060031	Homo sapiens						62				fentanyl citrate			1	Pain											p.199
4576	2253					Higher than recommended	ug	400		multiple			30 min	1	healthy	sublingual	M+F		https://pubmed.ncbi.nlm.nih.gov/28942715	Homo sapiens						37.1							6									1.5	hour		p.3
4577	2253					Higher than recommended	ug	800		single					healthy	sublingual	M+F		https://pubmed.ncbi.nlm.nih.gov/28942715	Homo sapiens						33.4							8												p.13, 14
4578	2253					Higher than recommended	ug	800		single					healthy	sublingual	M+F		https://pubmed.ncbi.nlm.nih.gov/28942715	Homo sapiens						33.4							8												p.13, 15
4579	2253					Higher than recommended	ug	800		single					healthy	sublingual	M+F		https://pubmed.ncbi.nlm.nih.gov/28942715	Homo sapiens						33.4							8												p.13, 16
4580	2253					Highest studied dose	ug	1600		multiple			15 min	1	unhealthy	sublingual	M+F		https://pubmed.ncbi.nlm.nih.gov/10068176	Homo sapiens						53	max			Up to two breakthrough pains each day could be treated with up to four OTFC unit doses per pain (at 15 min intervals). OTFC in unit doses containing 200, 400, 600, 800, 1200 or 1600 microg of fentanyl citrate were available for the study.			65	Pain								4	hour		p.309
4581	2253					Overdose	mg	6		single					healthy	transdermal	F		https://pubmed.ncbi.nlm.nih.gov/22561319	Homo sapiens						15	total			suicide attempt, a patient had applied 5 fentanyl patches to her body: 100 ug/h each for 12 hours; total dose, 6 mg, 120 ug/kg			1												p.463
4582	2253					Overdose	ug	150		multiple			hour	1	unknown	transdermal	M		https://pubmed.ncbi.nlm.nih.gov/9695458	Homo sapiens						31							1												
4583	2253					Overdose	ug	225		multiple			hour	1	unhealthy	transdermal	F		https://pubmed.ncbi.nlm.nih.gov/25736329	Homo sapiens						32				Misuse, three patches of fentanyl 75 ug/h			1	Knee pain											p.51
4584	2253					Recommended	ug	200		multiple			day	6	unhealthy	sublingual			https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020747s030lbl.pdf	Homo sapiens										The initial dose of ACTIQ to treat episodes of breakthrough cancer pain is always 200 mcg. The ACTIQ unit should be consumed over 15 minutes. Patients must wait at least 4 hours before treating another episode of breakthrough pain with ACTIQ.				Pain											p.1
4585	2253					Recommended	ug	50		multiple			30 min	1	healthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/28942715	Homo sapiens						35.6				fentanyl citrate			6									1.5	hour		p.3
4586	2254		adult			Overdose	mg	7500		single					unknown	oral	unknown		https://pubmed.ncbi.nlm.nih.gov/4051285/	Homo sapiens													1												
4587	2254					Overdose	mg	5000		single					unknown	oral	F		https://pubmed.ncbi.nlm.nih.gov/7283217/	Homo sapiens						39							1	suicide attempt					39						
4588	2255					Overdose	g	7		multiple					unhealthy	intrapleural	M		https://pubmed.ncbi.nlm.nih.gov/10571097	Homo sapiens						41	total			An infusion of 1 g tetracycline in 50 ml of normal saline was commenced and continued at the rate of 5 ml/h after a bolus of 20 ml. This was continued for 3 days leading to a total dose of approximately 7 g tetracycline.			1						41			3	day		
4589	2255					Recommended	mg	1000		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/2140332	Homo sapiens										two 250 mg tetracycline tablets twice daily for the first 4 weeks		35	31	acne					14			4	week		
4590	2255					Recommended	mg	250		multiple			day	4	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/8740345	Homo sapiens						38							1	pharyngitis					38			3	day		
4591	2255						%	2		multiple			day	2	unhealthy	intralesional	M+F		https://pubmed.ncbi.nlm.nih.gov/24841733	Homo sapiens						63				Patients received up to 0.75ml (mean, 0.24ml) of tetracycline 2% per side.			21	lower eyelid festoons					63			1	day		
4592	2255						mg/mL|mg	2.2 |500		multiple			day	2	unhealthy	topical|oral	M+F		https://pubmed.ncbi.nlm.nih.gov/2140332	Homo sapiens							complex			toplcally twice daily with 2.2 mg/ml tetracycline and two 250 mg tetracycline tablets twice daily for the first 4 weeks		35	36	acne					14			4	week		
4593	2256					Recommended	mg	0.3		single			day	1	healthy	intramuscular	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/201739Orig1s000MedR.pdf	Homo sapiens												45	66						18			1	day		nda/2012/201739Orig1s000MedR.pdf - p.55
4594	2257					Highest studied dose	mg	100		multiple			day	4	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/6397333/	Homo sapiens						55.7				After 1 or 2 weeks of study, the daily dosage of flurbiprofen could be lowered to 200 mg			25	soft tissue rheumatism								4	week		
4595	2257					Recommended	mg	100		multiple			day	4	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/6397333/	Homo sapiens						55.7							25	rheumatism								4	week		
4596	2257					Recommended	mg	100		single			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/17936240/	Homo sapiens						63							1	hypercholesterolemia					63			1	day		
4597	2257					Recommended	mg	225		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/334475/	Homo sapiens						56	mean						8	rheumatoid arthritis								6	month		
4598	2257					Recommended	mg	40		multiple			day	1	unhealthy	topical	M+F		https://pubmed.ncbi.nlm.nih.gov/27168463/	Homo sapiens						67.1							316	osteoarthritis								2	week		
4599	2257						mg	8.75		multiple			hour	5	unhealthy	sublingual			https://clinicaltrials.gov/ct2/show/NCT01049334	Homo sapiens										participants were instructed to use study medication lozenge every 3-6 hours as needed for pain, up to a total of 5 study lozenges in 24 hours.			102	Pharyngitis								5	times		
4600	2258					Highest studied dose	%	0.5		multiple			day	1	unhealthy	ophthalmic	M+F		https://pubmed.ncbi.nlm.nih.gov/27101751	Homo sapiens						10.3				Eye drops			77	progressive myopia					10.3			12	month		
4601	2258					Overdose	mg	1		single					unhealthy	sublingual			https://pubmed.ncbi.nlm.nih.gov/33521988	Homo sapiens													1												
4602	2258						mg/kg	0.1		single					unhealthy	intravenous	M		https://pubmed.ncbi.nlm.nih.gov/29316984	Homo sapiens						10							1						10						
4603	2259		adult				g	1		steady			day	2	unhealthy	topical	M+F		https://clinicaltrials.gov/ct2/show/NCT01694433	Homo sapiens													33	Acne Vulgaris								12	week		
4604	2259					Recommended	%	0.005		multiple			day	2	unhealthy	topical	M+F		https://pubmed.ncbi.nlm.nih.gov/22587791/	Homo sapiens						48.2				Subjects were instructed to apply calcipotriene foam or vehicle foam twice daily (morning and evening) for 8 weeks.			437	psoriasis								8	week		
4605	2259					Recommended	%	0.005		multiple			day	2	unhealthy	topical	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022563Orig1s000MedR.pdf	Homo sapiens						48				Twice daily topical application of the smallest amount necessary of Calcipotriene foam or vehicle foam to cover all treatable lesions (excluding the face and scalp). The integrated summary of safety analysis set contains all subjects who are randomized and receive study product in the Phase 3 trials or are randomized and receive Sorilux (calcipotriene) Foam, 0.005% or vehicle foam in the Phase 2 trial.			473	psoriasis								8	week		
4606	2260		Elderly Patients			Recommended	mg	100		multiple			day	1	unhealthy	oral			https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=432cd4ca-c728-48ff-beec-2485f5e02512	Homo sapiens										In general, dosages in the lower range are sufficient for most elderly patients. Since they appear to be more susceptible to hypotension and neuromuscular reactions, such patients should be observed closely.				Dementia-Related Psychosis								10	week		
4607	2260		Elderly Patients				mg	25		multiple			day	1	unhealthy	intramuscular			https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c0f1fcfd-8863-4032-bf80-185df60a4ba0	Homo sapiens										In general, dosages in the lower range are sufficient for most elderly patients.				Dementia-Related Psychosis								10	week		
4608	2260					Highest studied dose	mg	75		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/30558470	Homo sapiens						52				IV chlorpromazine dose is administered as a slow infusion at a rate of 1 mg/min to potentially mitigate and minimize the negative hemodynamic effects.		65.6		agitation					36.5						
4609	2261		adult			Overdose	g	3		single					healthy	oral	unknown		https://pubmed.ncbi.nlm.nih.gov/7919575/	Homo sapiens										3 - 4 g			2												
4610	2261		preterm neonates			Recommended	mg/kg	10		steady			day	2	unhealthy	intravenous	unknown		https://pubmed.ncbi.nlm.nih.gov/15523125/	Homo sapiens													24	neonatal sepsis								7	day		
4611	2261					Highest studied dose	mg	750		steady			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/17660035/	Homo sapiens													2	Infection					70			1	day		
4612	2261					Overdose	g	12		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/7919575/	Homo sapiens						16							1						16						
4613	2261					Overdose	g	28		single					healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/7919575/	Homo sapiens						29							1						29						
4614	2261					Overdose	g	7.5		single					unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/9531191/	Homo sapiens						15				7.5 to 10 g			1	depression and posttraumatic stress disorder					15						
4615	2261					Recommended	mg	228		steady			day	2	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/2686431/	Homo sapiens						50	mean						1869	Infection								56	day		
4616	2261					Recommended	mg	500		steady			day	2	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/22726802/	Homo sapiens													122	acute pyelonephritis								14	day		
4617	2261					Recommended	mg	500		steady			day	2	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/22726802/	Homo sapiens													126	acute pyelonephritis								7	day		
4618	2261					Recommended	mg/kg	15		steady			day	2	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019537s086lbl.pdf	Homo sapiens							median					17	335	Infection					1			11	day		
4619	2261					Recommended	mg/kg	20		single					unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/16182896/	Homo sapiens												15	90	childhood cholera					2						
4620	2261						mg	500		steady			day	1	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT01789203	Homo sapiens													133	Renal Transplant Recipients								3	month		
4621	2261						mg	500		steady			day	2	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT00609973	Homo sapiens													17	Crohn's Disease								6	month		
4622	2261						mg	500		steady			day	2	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT02068846	Homo sapiens													9	BK Virus Infection								28	day		
4623	2262		adult				mg	20		multiple			day	3	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01543685	Homo sapiens													91	Acute Postoperative Pain								2	day		
4624	2262		adult				mg	20		multiple			day	3	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01626118	Homo sapiens													92	Acute Postoperative Pain								2	day		
4625	2262		adult				mg	40		multiple			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01543685	Homo sapiens													91	Acute Postoperative Pain								2	day		
4626	2262		adult				mg	40		multiple			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01626118	Homo sapiens													93	Acute Postoperative Pain								2	day		
4627	2262		adult				mg	40		multiple			day	3	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01543685	Homo sapiens													93	Acute Postoperative Pain								2	day		
4628	2262		adult				mg	40		multiple			day	3	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01626118	Homo sapiens													94	Acute Postoperative Pain								2	day		
4629	2262					Overdose	g	0.9		single					unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/3712524	Homo sapiens						15							1	Knee pain											p.152
4630	2262					Recommended	mg	50		multiple			day	3	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016059s100lbl.pdf	Homo sapiens														Bursitis|Tendinitis|Gouty arthritis											
4631	2264					Recommended	mg	20		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/11563998/	Homo sapiens						45.2							161	reflux oesophagitis								4	week		
4632	2264					Recommended	mg	20		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/019810s088,022056s003lbl.pdf	Homo sapiens													3096	Duodenal ulcer | Resistant ulcer | Zollinger-Ellison syndrome								4	week		
4633	2266		adult			Highest studied dose	mg	84		steady			day	1	healthy	transdermal	unknown		https://pubmed.ncbi.nlm.nih.gov/30370685/	Homo sapiens										21 to 84 mg			36	adult smokers								4	week		
4634	2266		adult				mg	1		steady			hour	4	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01296698	Homo sapiens										Dosage Form: Oral NRT; Dose: 1 mg;Frequency: up to four times per hour; Duration:12 weeks			13	Tobacco Dependence								12	week		
4635	2266		adult				mg	7		single					unhealthy	transdermal	M+F		https://clinicaltrials.gov/ct2/show/NCT01400243	Homo sapiens													63	Marijuana Withdrawal											
4636	2266					Highest studied dose	mg	6		single					healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27613939/	Homo sapiens												49	44	adult smokers					19						
4637	2266					Highest studied dose	mg	6		steady			hour	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27613939/	Homo sapiens												50	50	adult smokers					19			11	hour		
4638	2266					Highest studied dose	mg	8		steady			hour	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27613939/	Homo sapiens										4mg lozenge and 4mg gum		50	50	adult smokers					19			11	hour		
4639	2266					Overdose	mg	111		single					healthy	transdermal	M		https://pubmed.ncbi.nlm.nih.gov/32146302/	Homo sapiens						41							1	adult smoker					41						
4640	2266					Studied dose	mg	4		single					healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27613939/	Homo sapiens												49	44	adult smokers					19						
4641	2267						drop	1		steady			day	2	unhealthy	ophthalmic			https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019463s031lbl.pdf	Homo sapiens							starting			The usual starting dose is one drop of 0.25% Preservative-free TIMOPTIC in OCUDOSE in the affected eye(s) administered twice a day.			8	elevated intraocular pressure											
4642	2268					Overdose	mg	125		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/14639058	Homo sapiens						43				suicide attempt			1	Deep venous thromboses	200 mg, single			oxycodone, p.o							p.718
4643	2268					Overdose	mg	150		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/14639058	Homo sapiens						44				suicide attempt			1	Aortic valve replacement	3 g, single			chlorpromazine, p.o							p.718
4644	2268					Overdose	mg	540		single					healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/24674108	Homo sapiens						59				suicide attempt			1		4 mg, single			clonazepam, p.o							p.1
4645	2268					Recommended	mg	10		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/009218s107lbl.pdf	Homo sapiens							max			If the patient’s CYP2C9 and VKORC1 genotypes are not known, the initial dose of COUMADIN is usually 2 to 5 mg once daily. Typical maintenance doses are 2 to 10 mg once daily.				Venous thrombosis|Atrial fibrillation|Myocardial infarction											p.1
4646	2268					Recommended	mg	5		multiple			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/26658807	Homo sapiens						64				Patient was supposed to take 1.25 mg warfarin daily. Laboratory findings revealed very high levels of International Normalized Ratio (INR) (16), and the patient referred that he self-increased warfarin dose to 5 mg daily			1	Cardiomyopathy |Atrial fibrillation											p.1
4647	2269		adult				mg	20		multiple			day	2	unhealthy	intravenous	M+F		https://clinicaltrials.gov/ct2/show/NCT01211522	Homo sapiens							max						190	Delirium								2	week		
4648	2269					Higher than recommended	mg	20		steady			day	2	unhealthy	intramuscular	M+F		https://pubmed.ncbi.nlm.nih.gov/16816018/	Homo sapiens										10 - 20 mg, 1 or 2 times/day			21	Schizophrenia								3	day		
4649	2269					Higher than recommended	mg	40		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/10714048/	Homo sapiens										5 - 40 mg			28	Tourette's syndrome								56	day		
4650	2269					Overdose	mg	1120		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/16232029/	Homo sapiens						35							1	Schizophrenia					35						
4651	2269					Overdose	mg	20		single					healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/19369840/	Homo sapiens													1												
4652	2269					Overdose	mg	4400		single					unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/16232029/	Homo sapiens						57		4 mg					1	Manic-depressive disorder	768 mg			Clomethiazole	57					flunitrazepam	
4653	2269					Overdose	mg	4480		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/16232029/	Homo sapiens						22							1	Paranoid Schizophrenia	192 mg			Clomethiazole	22						
4654	2269					Overdose	mg	780		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/16232029/	Homo sapiens						31							1	Mixed personality disorder					31						
4655	2269					Studied dose	mg	20		single					unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/16721322/	Homo sapiens												16	24	Tourette's disorder or chronic tic disorder					7						
4656	2270					Recommended	mg	300		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/18975369	Homo sapiens						52	max			Allopurinol dose was dependent on renal function; subjects with normal renal function received 300 mg, whereas subjects with renal impairment received 100 mg. Results from these 2 allopurinol doses were analyzed together. Ten subjects received 100 mg and 258 subjects received 300 mg of allopurinol based on renal function.			268	Hyperuricemia| Gout								28	week		p.1544
4657	2270					Recommended	mg	300		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/18975369	Homo sapiens						52	max			Allopurinol dose was dependent on renal function; subjects with normal renal function received 300 mg, whereas subjects with renal impairment received 100 mg. Results from these 2 allopurinol doses were analyzed together. Ten subjects received 100 mg and 258 subjects received 300 mg of allopurinol based on renal function.			268	Hyperuricemia| Gout								28	week		p.1545
4658	2270					Recommended	mg	300		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26989892	Homo sapiens						53.4							54	Gout								12	week		p.2031
4659	2270					Recommended	mg	335.7		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21279998	Homo sapiens						58.7	mean			In the 45 patients who underwent dose escalation, the mean baseline dosage of allopurinol was 221.4 mg/day (range 100–400; median 200). For the 35 patients who completed the 12-month study visit, the mean final dosage of allopurinol was 335.7 mg/day (range 0–600, median 350)			83	Chronic gout								12	month		p.417
4660	2270						mg	300		steady			day	1	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT00174915	Homo sapiens							max			Subjects with serum creatinine <=1.5 mg/dL received 300 mg once daily; subjects with serum creatinine >1.5 mg/dL and <=2.0 mg/dL received 100 mg once daily.			268	Gout								28	week		
4661	2271		adult			Recommended	ug	480		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207932Orig1s000MedR.pdf	Homo sapiens							mean			There were 504 subjects exposed for 6 months and 253 for one year.			2127	pain								12	week		nda/2015/207932Orig1s000MedR.pdf - p.53
4662	2271					Highest studied dose	mg	32		single			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/8181201/	Homo sapiens						32.3							4									1	day		
4663	2271					Studied dose	ug/kg	5.714		single			day	1	healthy	intravenous	M		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207932s000lbl.pdf | https://pubmed.ncbi.nlm.nih.gov/16547090/	Homo sapiens										0.4 mg/70 kg = 5,714285714285714 ug/kg (the exact dose)		35	5						22			1	day		
4664	2271						mg	0.125		multiple			day	3	unhealthy	sublingual			https://clinicaltrials.gov/ct2/show/NCT02634788	Homo sapiens													82	postoperative pain								3	day		
4665	2271						mg	0.25		multiple			day	3	unhealthy	sublingual			https://clinicaltrials.gov/ct2/show/NCT02634788	Homo sapiens													80	postoperative pain								3	day		
4666	2271						mg	0.5		multiple			day	3	unhealthy	sublingual			https://clinicaltrials.gov/ct2/show/NCT02634788	Homo sapiens													81	postoperative pain								3	day		
4667	2273		adult			Studied dose	mg	20		multiple			day	3	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/012249s049lbl.pdf	Homo sapiens										Relief of Mild and Moderate Anxiety Disorders and Symptoms of Anxiety: 5 mg or 10 mg, 3 or 4 times daily. Relief of Severe Anxiety Disorders and Symptoms of Anxiety: 20 mg or 25 mg, 3 or 4 times daily. Geriatric Patients, or in the presence of debilitating disease: 5 mg, 2 to 4 times daily.				Severe Anxiety Disorders				opioids							
4668	2273					Highest studied dose	mg	200		single					unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/413145	Homo sapiens												74							24						
4669	2274					Highest studied dose	mg	600		multiple			day	2	pregnant	oral	F		https://pubmed.ncbi.nlm.nih.gov/30195996	Homo sapiens						20.7	starting			2 doses of 600 mg day-1, 600 mg day-2, 300 mg day-3			300	malaria					20.7			3	day		
4670	2274					Overdose	g	3		single					unknown	oral	F		https://pubmed.ncbi.nlm.nih.gov/33722251	Homo sapiens						14							1						14						
4671	2275		adult			Highest studied dose	mg	2		multiple			day	3	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/5454324/	Homo sapiens													1	hypertension								2	year		
