Brand Name,Generic Name,Approval Date,Manufacturer,Drug Class
['Trubrexa'],LIDOCAINE AND CAPSAICIN,20240621,"['Advanced Rx Pharmacy of Tennessee, LLC']",N/A
N/A,N/A,20190605,N/A,N/A
['Pyridostigmine Bromide'],PYRIDOSTIGMINE BROMIDE,20241018,['Surgeon General-Department of the Army (TSG-DA)'],N/A
['Glipizide'],GLIPIZIDE,20231127,"['NuCare Pharmaceuticals,Inc.']",N/A
['DYE-FREE CHILDRENS LORATADINE'],LORATADINE,20240315,"['PUBLIX SUPER MARKETS, INC']",N/A
N/A,N/A,20191127,N/A,N/A
N/A,N/A,20211202,N/A,N/A
['Guanfacine'],GUANFACINE,20231204,['NORTHSTAR RXLLC'],N/A
['Walgreens SPF 50 Premium Moisturizing Continuous Sunscreen'],"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",20231127,['WALGREEN COMPANY'],N/A
N/A,N/A,20150709,N/A,N/A
N/A,N/A,20231018,N/A,N/A
N/A,N/A,20240926,N/A,N/A
N/A,N/A,20160922,N/A,N/A
N/A,N/A,20121001,N/A,N/A
N/A,N/A,20181116,N/A,N/A
['AMITRIPTYLINE HYDROCHLORIDE'],AMITRIPTYLINE HYDROCHLORIDE,20240126,['REMEDYREPACK INC.'],N/A
N/A,N/A,20110901,N/A,N/A
N/A,N/A,20131022,N/A,N/A
N/A,N/A,20150324,N/A,N/A
['RUGBY ANTIFUNGAL CLOTRIMAZOLE'],CLOTRIMAZOLE,20200212,['RUGBY'],N/A
N/A,N/A,20230101,N/A,N/A
['Lidocaine'],BURN RELIEF,20240112,"['Chain Drug Consortium, LLC']",N/A
N/A,N/A,20191211,N/A,N/A
N/A,N/A,20190829,N/A,N/A
N/A,N/A,20170212,N/A,N/A
['Tri Femynor'],NORGESTIMATE AND ETHINYL ESTRADIOL,20230206,['A-S Medication Solutions'],N/A
['Bupropion Hydrochloride SR'],BUPROPION HYDROCHLORIDE,20240312,"['Preferred Pharmaceuticals, Inc.']",N/A
['Childrens Allergy Relief'],DIPHENHYDRAMINE HCL,20240515,['Walgreen Company'],N/A
N/A,N/A,20151002,N/A,N/A
['Eszopiclone'],ESZOPICLONE,20190927,"[""Dr. Reddy's Laboratories Limited""]",N/A
N/A,N/A,20190108,N/A,N/A
['Organys Derma Made'],ZINC OXIDE,20231128,['Organys Beauty'],N/A
N/A,N/A,20200321,N/A,N/A
N/A,N/A,20191212,N/A,N/A
N/A,N/A,20100503,N/A,N/A
['SPF 15 Lip and SPF 30 Sunscreen'],"AVOBENZONE, HOMOSALATE, OCTOCRYLENE, OCTISALATE",20231120,"['Zhejiang Ayan Biotech Co.,Ltd.']",N/A
['Betamethasone Valerate'],BETAMETHASONE VALERATE,20211203,['E. Fougera & Co. a division of Fougera Pharmaceuticals Inc.'],N/A
['Amiodarone Hydrochloride'],AMIODARONE HYDROCHLORIDE,20241008,['AvKARE'],N/A
N/A,N/A,20180329,N/A,N/A
N/A,N/A,20100730,N/A,N/A
['Organys Derma Made Sheer'],ZINC OXIDE,20231128,['Organys Beauty'],N/A
['Gabapentin'],GABAPENTIN,20240620,"['BioComp Pharma, Inc.']",N/A
N/A,N/A,20220415,N/A,N/A
['Organys Open Formula Tinted'],ZINC OXIDE,20241007,['Organys Beauty'],N/A
['VANACOF XP Cough / Chest Congestion'],"DEXTROMETHORPHAN HBR, GUAIFENESIN",20240117,"['GM Pharmaceuticals, INC']",N/A
['Asepxia Oil-Free Acne Bar'],SALICYLIC ACID,20231106,['Genomma Lab USA'],N/A
['Organys Open Formula Sheer'],ZINC OXIDE,20231128,['Organys Beauty'],N/A
N/A,N/A,20210126,N/A,N/A
['NALOXONE HYDROCHLORIDE'],NALOXONE HYDROCHLORIDE,20231001,['A-S Medication Solutions'],N/A
['tramadol hydrochloride'],TRAMADOL HYDROCHLORIDE,20240725,['Redpharm Drug'],N/A
['OXYCODONE AND ACETAMINOPHEN'],OXYCODONE AND ACETAMINOPHEN,20231128,"['Redpharm Drug, Inc']",N/A
['HYDROCODONE BITARTRATE AND ACETAMINOPHEN'],HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20240724,['Redpharm Drug'],N/A
N/A,N/A,20170112,N/A,N/A
N/A,N/A,20171125,N/A,N/A
N/A,N/A,20150709,N/A,N/A
N/A,N/A,20220429,N/A,N/A
['METFORMIN HYDROCHLORIDE'],METFORMIN HYDROCHLORIDE,20231128,"['NuCare Pharmaceuticals,Inc.']",N/A
['Helleborus foetidus 6X'],HELLEBORUS FOETIDUS 6X,20231128,"['Uriel Pharmacy, Inc.']",N/A
['Metformin HCl'],METFORMIN HCL,20231214,"['NuCare Pharmaceuticals,Inc.']",N/A
['Furosemide'],FUROSEMIDE,20231128,"['NuCare Pharmaceuticals,Inc.']",N/A
N/A,N/A,20231128,N/A,N/A
N/A,N/A,20170124,N/A,N/A
['PROGESTERONE'],PROGESTERONE,20231228,"['NuCare Pharmaceuticals,Inc.']",N/A
['Fluoxetine'],FLUOXETINE HYDROCHLORIDE,20231128,['Redpharm Drug'],N/A
['Cephalexin'],CEPHALEXIN,20240513,"['NuCare Pharmaceuticals,Inc.']",N/A
['Enalapril Maleate'],ENALAPRIL MALEATE,20231128,"['NuCare Pharmaceuticals,Inc.']",N/A
N/A,N/A,20200625,N/A,N/A
['Aplicare'],POVIDONE IODINE,20240927,['Aplicare Products LLC'],N/A
N/A,N/A,20221004,N/A,N/A
['Maximum Strength Antifungal Liquid'],TOLNAFTATE,20241014,['Meijer Distribution Inc'],N/A
['tabcin ACTIVE'],"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE",20240405,['OPMX LLC.'],N/A
['toremifene citrate'],TOREMIFENE CITRATE,20200820,['MSN LABORATORIES PRIVATE LIMITED'],N/A
['tabcin NIGHT'],"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, DOXYLAMINE SUCCINATE",20240405,['OPMX LLC'],N/A
['Allergy Relief'],CETIRIZINE HCL,20231005,['Care One (American Sales Company)'],N/A
['Oxycodone Hydrochloride Oral Solution'],OXYCODONE HYDROCHLORIDE ORAL SOLUTION,20240118,"['Aurolife Pharma, LLC']",N/A
N/A,N/A,20231211,N/A,N/A
N/A,N/A,20130801,N/A,N/A
['Hydrocortisone'],HYDROCORTISONE,20240708,['Walgreens Company'],N/A
['up and up hair regrowth treatment for men'],MINOXIDIL,20210210,['Target Corporation'],N/A
['NUDA CANADA SOLARGLOW MINERAL SERUM SUNSCREEN SPF30'],ZINC OXIDE,20240410,['LABORATOIRES DRUIDE INC'],N/A
['Robitussin Honey Maximum Strength Nighttime Cough DM'],"DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",20240501,['Haleon US Holdings LLC'],N/A
N/A,N/A,20240101,N/A,N/A
N/A,N/A,20200118,N/A,N/A
['Abiraterone Acetate'],ABIRATERONE ACETATE,20211128,"['Teva Pharmaceuticals USA, Inc.']",N/A
['BOA VIDA Cleansing'],DIMETHICONE,20181205,['Central Solutions Inc'],N/A
N/A,N/A,20100225,N/A,N/A
N/A,N/A,20181210,N/A,N/A
N/A,N/A,20120301,N/A,N/A
N/A,N/A,20200816,N/A,N/A
N/A,N/A,20140807,N/A,N/A
N/A,N/A,20120204,N/A,N/A
['good sense levocetirizine'],LEVOCETIRIZINE DIHYDROCHLORIDE,20200915,['L. Perrigo Company'],N/A
N/A,N/A,20180709,N/A,N/A
N/A,N/A,20191205,N/A,N/A
['MYCO Clinic Pain Relief'],"CAMPHOR, MENTHOL",20230307,"['Aidance Skincare & Topical Solutions, LLC']",N/A
N/A,N/A,20140521,N/A,N/A
['PHENDIMETRAZINE TARTRATE'],PHENDIMETRAZINE TARTRATE,20230206,['A-S Medication Solutions'],N/A
N/A,N/A,20180508,N/A,N/A
N/A,N/A,20110907,N/A,N/A
N/A,N/A,20200618,N/A,N/A
['Medicated Hemorrhoidal Pads'],WITCH HAZEL,20221129,['Cardinal Health'],N/A
['Tobramycin'],TOBRAMYCIN SULFATE,20240329,"['Fresenius Kabi USA, LLC']",N/A
N/A,N/A,20211216,N/A,N/A
N/A,N/A,20200318,N/A,N/A
N/A,N/A,20170613,N/A,N/A
N/A,N/A,20180306,N/A,N/A
['Rain Skincare Mineral Facial Sunscreen'],ZINC OXIDE,20231129,['Rain Africa Innovations (Pty) Ltd'],N/A
N/A,N/A,20100111,N/A,N/A
['clearlax'],POLYETHYLENE GLYCOL 3350,20230126,['H E B'],N/A
['Wong To Yick External Analgesic'],CAMPHOR MENTHOL METHYL SALICYLATE,20241017,['Wicsun Trading Inc'],N/A
['Wet Wipes'],BENZALKONIUM CHLORIDE,20230707,"['Delta Brands, Inc']",N/A
['Phentermine Hydrochloride'],PHENTERMINE HYDROCHLORIDE,20231129,"['NuCare Pharmaceuticals,Inc.']",N/A
['NYSTATIN'],NYSTATIN,20231129,"['NuCare Pharmaceuticals,Inc.']",N/A
['ACETAMINOPHEN AND CODEINE PHOSPHATE'],ACETAMINOPHEN AND CODEINE PHOSPHATE,20180822,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
['Fenofibrate'],FENOFIBRATE,20231129,"['NuCare Pharmaceuticals,Inc.']",N/A
['Nifedipine'],NIFEDIPINE,20240223,['Bryant Ranch Prepack'],N/A
N/A,N/A,20131007,N/A,N/A
['Minoxidil'],MINOXIDIL,20241011,['American Health Packaging'],N/A
['Diclofenac Sodium'],DICLOFENAC SODIUM,20231212,"['Advanced Rx Pharmacy of Tennessee, LLC']",N/A
N/A,N/A,20160119,N/A,N/A
['Benzonatate'],BENZONATATE,20231129,['AvKARE'],N/A
N/A,N/A,20230208,N/A,N/A
['Gemfibrozil'],GEMFIBROZIL,20221227,['Cadila Pharmaceuticals Limited'],N/A
N/A,N/A,20170920,N/A,N/A
['HurriCaine Topical Anesthetic'],BENZOCAINE,20231129,"['Beutlich Pharmaceuticals, LLC']",N/A
['HurriCaine Topical Anesthetic'],BENZOCAINE,20231129,"['Beutlich Pharmaceuticals, LLC']",N/A
['Papatui Antiperspirant Deodorant Cedar Sport'],ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,20240130,['Forward 7'],N/A
['PURLISSE PERFECT GLOW BB SPF 30'],"TITANIUM DIOXIDE, ZINC OXIDE",20240115,"['Pur-Lisse Beauty, LLC']",N/A
N/A,N/A,20140717,N/A,N/A
['Nufabrx Rx Clothing Pain Relief Socks'],CAPSAICIN,20240625,['Nufabrx LLC'],N/A
N/A,N/A,20240131,N/A,N/A
['Foster and Thrive Lice Killing'],"PIPERONYL BUTOXIDE, PYRETHRUM EXTRACT",20231129,"['Strategic Sourcing Services, LLC']",N/A
['Pain Reliever'],NAPROXEN SODIUM,20230420,['Productos Zapotol Corp.'],N/A
['HAND SANITIZER LEMON CITRUS'],ALCOHOL,20240113,"['Giant Eagle, Inc.']",N/A
N/A,N/A,20190222,N/A,N/A
N/A,N/A,20230222,N/A,N/A
N/A,N/A,20170302,N/A,N/A
N/A,N/A,20240401,N/A,N/A
['Methotrexate'],METHOTREXATE,20240517,['Bryant Ranch Prepack'],N/A
N/A,N/A,20151123,N/A,N/A
N/A,N/A,20190419,N/A,N/A
N/A,N/A,20240104,N/A,N/A
['Dew Skin Tinted Moisturizer Broad Spectrum No8 SPF 20'],ZINC OXIDE,20221103,"['Beauty Counter, LLC']",N/A
N/A,N/A,20190626,N/A,N/A
N/A,N/A,20220922,N/A,N/A
N/A,N/A,20140707,N/A,N/A
['Amikacin Sulfate'],AMIKACIN SULFATE,20240408,['Hikma Pharmaceuticals USA Inc.'],N/A
['Promethazine Hydrochloride'],PROMETHAZINE HYDROCHLORIDE,20231231,['Amneal Pharmaceuticals of New York LLC'],N/A
N/A,N/A,20111114,N/A,N/A
N/A,N/A,20231208,N/A,N/A
N/A,N/A,20111012,N/A,N/A
N/A,N/A,20210525,N/A,N/A
['ADSOL RED CELL PRESERVATION'],ANTICOAGULANT CITRATE PHOSPHATE DEXTROSE (CPD) AND ADSOL PRESERVATION,20201023,"['Fenwal, Inc.']",N/A
['Cough and Cold HBP'],"CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR",20241106,['Amerisource Bergen'],N/A
['NUVALU CREAMY PETROLEUM'],PETROLATUM,20231101,['JC SALES'],N/A
N/A,N/A,20111102,N/A,N/A
['Anas Barbariae'],"ANAS BARBARIAE, HEPATIS ET CORDIS EXTRACTUM",20241023,"['Energique, Inc.']",N/A
['azelaic acid'],AZELAIC ACID,20211223,"['Glenmark Pharmaceuticals Inc., USA']",N/A
['Amoxicillin'],AMOXICILLIN,20241104,['A-S Medication Solutions'],N/A
['PRO SAN'],ALCOHOL,20200414,['Atco International'],N/A
['CaineTips'],BENZOCAINE,20230922,['J MORITA USA INC'],N/A
['Quinine Sulfate'],QUININE SULFATE,20210318,"['Sun Pharmaceutical Industries, Inc.']",N/A
['ALL NATURAL WOUND AND BURN'],"CALENDULA OFFICINALIS FLOWER, SAMBUCUS NIGRA FLOWER, ECHINACEA ANGUSTIFOLIA",20240111,['PUREMEDY'],N/A
N/A,N/A,20180530,N/A,N/A
N/A,N/A,20121022,N/A,N/A
N/A,N/A,20130717,N/A,N/A
['Carolina Crud Crusher'],"DEXTROMETHORPHAN HBR, GUAIFENESIN",20231130,"['Weeks & Leo Co., Inc.']",N/A
['Zinc Sulfate'],ZINC SULFATE,20231215,['Piramal Critical Care Inc.'],N/A
['PROMETHAZINE HYDROCHLORIDE'],PROMETHAZINE HYDROCHLORIDE,20240611,['Bryant Ranch Prepack'],N/A
N/A,N/A,20130410,N/A,N/A
['Metolazone'],METOLAZONE,20220930,['Sandoz Inc'],N/A
['PROCEUTICALS PRIVATE LABEL by TiZO tinted mineral sunscreen'],"TITANIUM DIOXIDE, ZINC OXIDE",20240604,"['Fallien Cosmeceuticals, LTD']",N/A
['Conchae Argentum'],CONCHAE ARGENTUM,20240118,"['Uriel Pharmacy, Inc.']",N/A
N/A,N/A,20161028,N/A,N/A
['HAWAIIAN TROPIC'],AVOBENZONE OCTISALATE OCTOCRYLENE,20231130,['Edgewell Personal Care Brands LLC'],N/A
['CuraNEX DM'],DEXTROMETHORPHAN HYDROBROMIDE 20 MG GUAIFENESIN 400 MG,20240404,"['Wittman Pharma, Inc.']",N/A
N/A,N/A,20200603,N/A,N/A
['Azithromycin'],AZITHROMYCIN,20221101,['Zydus Lifesciences Limited'],N/A
['Salicylic acid'],CALLUS REMOVERS,20241011,['Premier Brands of America Inc.'],N/A
['Stona Cough'],"DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN",20231112,"['Sato Pharmaceutical Co., Ltd.']",N/A
['metoprolol succinate'],METOPROLOL SUCCINATE,20231130,['McKesson Corporation DBA SKY Packaging'],N/A
['Bloop Hemorrhoid Relief Topical'],"GLYCERIN, PETROLATUM, PHENYLEPHRINE HCL, PRAMOXINE HCL",20231130,['Three Nations Corp'],N/A
['Bloop Fissure Healing Anorectal Topical'],LIDOCAINE,20231130,['Three Nations Corp'],N/A
['Bloop Itch Soothing Topical'],HYDROCORTISONE,20231130,['Three Nations Corp'],N/A
N/A,N/A,20151207,N/A,N/A
N/A,N/A,20191118,N/A,N/A
N/A,N/A,20130508,N/A,N/A
N/A,N/A,20120906,N/A,N/A
['Tussin DM'],"DEXTROMETHORPHAN HBR, GUAIFENESIN",20240807,"['Strategic Sourcing Service, LLC']",N/A
['Baczol Expectorant'],"DEXTROMETHORPHAN, GUAIFENESIN",20240216,['Procaps S.A. de C.V.'],N/A
N/A,N/A,20211210,N/A,N/A
N/A,N/A,20160915,N/A,N/A
N/A,N/A,20230314,N/A,N/A
['Ondansetron Hydrochloride'],ONDANSETRON HYDROCHLORIDE,20241107,"['PD-Rx Pharmaceuticals, Inc.']",N/A
['Davimet-M'],MULTIVITAMIN,20231130,['PureTek Corporation'],N/A
N/A,N/A,20171120,N/A,N/A
['Nicotine'],NICOTINE POLACRILEX,20231012,['McKesson Corporation dba SKY Packaging'],N/A
N/A,N/A,20180110,N/A,N/A
N/A,N/A,20240603,N/A,N/A
N/A,N/A,20171124,N/A,N/A
N/A,N/A,20190416,N/A,N/A
N/A,N/A,20230518,N/A,N/A
N/A,N/A,20240322,N/A,N/A
N/A,N/A,20171114,N/A,N/A
N/A,N/A,20091029,N/A,N/A
['Critic Aid Clear'],PETROLATUM,20231221,"['Coloplast Manufacturing US, LLC']",N/A
N/A,N/A,20180912,N/A,N/A
['Cetirizine Hydrochloride (Allergy)'],CETIRIZINE HYDROCHLORIDE,20210311,['Aurohealth LLC'],N/A
N/A,N/A,20160202,N/A,N/A
['Hand Sanitizer'],HAND SANITIZER,20240306,"['Guangzhou Tingcai Cosmetic Co., Ltd.']",N/A
N/A,N/A,20220317,N/A,N/A
N/A,N/A,20220126,N/A,N/A
['Allergy'],"ALLIUM SAT, ANACARDIUM, APIS MEL, GAMBOGIA, MERC SOLUB, NAT CARB, NITRICUM AC, NUX VOM, PHOSPHORUS, PULSATILLA, SULPHUR",20210121,['Net Remedies'],N/A
N/A,N/A,20180527,N/A,N/A
N/A,N/A,20151002,N/A,N/A
N/A,N/A,20151216,N/A,N/A
N/A,N/A,20140204,N/A,N/A
N/A,N/A,20190530,N/A,N/A
['Thuja Occidentalis'],THUJA OCCIDENTALIS LEAFY TWIG,20240130,['SEVENE USA'],N/A
['Epsom Salt'],MAGNESIUM SULFATE,20240925,['Safeway Inc'],N/A
N/A,N/A,20151006,N/A,N/A
N/A,N/A,20211115,N/A,N/A
['DORZOLAMIDE HYDROCHLORIDE TIMOLOL MALETAE'],DDORZOLAMIDE HYDROCHLORIDE TIMOLOL MALEATE,20210216,['Indoco Remedies Limited'],N/A
['WelAhead by Welmate Lidocaine 5% Roll-on'],LIDOCAINE 5%,20231201,['OTC PHARM LLC'],N/A
N/A,N/A,20191205,N/A,N/A
['TADALAFIL'],TADALAFIL,20231201,"['NuCare Pharmaceuticals,Inc.']",N/A
N/A,N/A,20210125,N/A,N/A
['Acetazolamide'],ACETAZOLAMIDE,20231201,"['NuCare Pharmaceuticals,Inc.']",N/A
['Sennosides'],SENNOSIDES,20231201,"['CVS Pharmacy, Inc']",N/A
['Calypxo Pain Relief'],"METHYL SALICYLATE, MENTHOL",20231201,"['Advanced Rx Pharmacy of Tennessee, LLC']",N/A
['Oxygen'],OXYGEN,20241028,['Eureka Oxygen Company'],N/A
['Buddle Diaper Rash Rescue Healing'],"WHITE PETROLATUM, ZINC OXIDE",20231207,['The Goodsprout Company LLC'],N/A
['histamine dihydrochloride'],HISTAMINE DIHYDROCHLORIDE,20231201,['USA Hemp Store LLC'],N/A
['Daytime Severe Sinus Congestion and Pain'],"ACETAMINOPHEN, GUAIFENESIN AND PHENYLEPHRINE HCL",20231208,['Family Dollar (FAMILY WELLNESS)'],N/A
N/A,N/A,20190114,N/A,N/A
['LBEL SOLUTIONS PRO-HIALURON BASE SERUM CON EFECTO RELLENO DE ARRUGAS FPS 15 WRINKLE FILLER EFFECT SERUM FOUNDATION SPF 15 CHAMPAGNE 170-N'],"OCTINOXATE, ZINC OXIDE",20241028,['BEL STAR S.A.'],N/A
['Risperidone'],RISPERIDONE,20231201,['Direct_Rx'],N/A
['Dye-Free Childrens Loratadine'],LORATADINE,20240315,"['CVS PHARMACY, INC']",N/A
N/A,N/A,20181210,N/A,N/A
N/A,N/A,20180615,N/A,N/A
['Phentermine Hydrochloride'],PHENTERMINE HYDROCHLORIDE,20170414,"['Elite Laboratories, Inc.']",N/A
['up and up arthritis pain reliever'],DICLOFENAC SODIUM,20230607,['Target Corporation'],N/A
N/A,N/A,20220426,N/A,N/A
N/A,N/A,20150729,N/A,N/A
N/A,N/A,20240116,N/A,N/A
['Promethazine Hydrochloride and Dextromethorphan Hydrobromide Oral Solution'],PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE ORAL SOLUTION,20231204,"['NuCare Pharmaceuticals,Inc.']",N/A
N/A,N/A,20210416,N/A,N/A
['Colo-Chord'],HOMEOPATHIC LIQUID,20221117,['Energetix Corp'],N/A
N/A,N/A,20171118,N/A,N/A
['Large ANSI First Aid Kit'],"WATER, BENZALKONIUM CHLORIDE, ISOPROPYL ALCOHOL, BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, LIDOCAINE HYDROCHLORIDE",20241009,"['GFA Production (Xiamen) Co., Ltd.']",N/A
N/A,N/A,20191017,N/A,N/A
N/A,N/A,20240117,N/A,N/A
N/A,N/A,20241111,N/A,N/A
N/A,N/A,20210111,N/A,N/A
N/A,N/A,20130531,N/A,N/A
N/A,N/A,20130530,N/A,N/A
N/A,N/A,20240614,N/A,N/A
N/A,N/A,20171025,N/A,N/A
['Minoxidil'],MINOXIDIL,20210805,['Publix Super Markets Inc'],N/A
['Zemdri (plazomicin)'],PLAZOMICIN,20180629,"['Achaogen, Inc.']",N/A
N/A,N/A,20151113,N/A,N/A
N/A,N/A,20150824,N/A,N/A
['Advil'],IBUPROFEN,20240719,"['JC World Bell Wholesale Co., Inc.']",N/A
['Vertebra thoracica 6 Special Order'],VERTEBRA THORACICA 6 SPECIAL ORDER,20180502,['Uriel Pharmacy Inc.'],N/A
['Cactus Crataegus'],CACTUS CRATAEGUS,20180601,['Uriel Pharmacy Inc.'],N/A
['METFORMIN HYDROCHLORIDE EXTENDED RELEASE'],METFORMIN HYDROCHLORIDE,20211208,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
['No7 Restore and Renew Face and Neck Multi Action Day Cream Sunscreen Broad Spectrum SPF 30'],"AVOBENZONE, OCTOCRYLENE, OCTISALATE",20200622,['BCM Ltd'],N/A
N/A,N/A,20130930,N/A,N/A
N/A,N/A,20200215,N/A,N/A
N/A,N/A,20210426,N/A,N/A
N/A,N/A,20181205,N/A,N/A
['Attitude mineral sunscreen orange blossom SPF 30'],ZINC OXIDE,20231218,['9055-7588 Quebec Inc. DBA Attitude'],N/A
N/A,N/A,20211228,N/A,N/A
['HACCP QE2'],BENZALKONIUM CHLORIDE,20190102,"['Best Sanitizers, Inc']",N/A
N/A,N/A,20201016,N/A,N/A
['Loratadine'],LORATADINE ORAL,20221031,['Aurohealth LLC'],N/A
N/A,N/A,20100202,N/A,N/A
['Incassia'],NORETHINDRONE,20210914,['Aurobindo Pharma Limited'],N/A
['PURELL Advanced Hand Sanitizer Naturals Foam'],ALCOHOL,20210415,"['GOJO Industries, Inc.']",N/A
N/A,N/A,20190103,N/A,N/A
N/A,N/A,20180612,N/A,N/A
N/A,N/A,20200609,N/A,N/A
N/A,N/A,20181019,N/A,N/A
N/A,N/A,20140915,N/A,N/A
N/A,N/A,20141020,N/A,N/A
N/A,N/A,20140117,N/A,N/A
N/A,N/A,20181218,N/A,N/A
N/A,N/A,20240729,N/A,N/A
N/A,N/A,20151026,N/A,N/A
N/A,N/A,20130417,N/A,N/A
N/A,N/A,20190129,N/A,N/A
['KRAZATI'],ADAGRASIB,20240711,"['Mirati Therapeutics, Inc']",N/A
N/A,N/A,20160414,N/A,N/A
['Pantoprazole'],PANTOPRAZOLE,20240503,['REMEDYREPACK INC.'],N/A
N/A,N/A,20190129,N/A,N/A
N/A,N/A,20181206,N/A,N/A
N/A,N/A,20171117,N/A,N/A
N/A,N/A,20211217,N/A,N/A
N/A,N/A,20130806,N/A,N/A
['piperacillin and tazobactam'],PIPERACILLIN AND TAZOBACTAM,20240927,['Steriscience Specialties Private Limited'],N/A
N/A,N/A,20171125,N/A,N/A
['Colgate Optic White Renewal High Impact White'],SODIUM MONOFLUOROPHOSPHATE,20191030,['Colgate-Palmolive Company'],N/A
N/A,N/A,20201112,N/A,N/A
['Cough DM'],DEXTROMETHORPHAN POLISTIREX,20230209,['Rite Aid Corporation'],N/A
N/A,N/A,20190412,N/A,N/A
N/A,N/A,20171109,N/A,N/A
N/A,N/A,20191014,N/A,N/A
N/A,N/A,20230727,N/A,N/A
N/A,N/A,20240112,N/A,N/A
N/A,N/A,20180809,N/A,N/A
N/A,N/A,20210308,N/A,N/A
N/A,N/A,20170419,N/A,N/A
N/A,N/A,20240123,N/A,N/A
['DIPROLENE'],BETAMETHASONE DIPROPIONATE,20220223,['Organon LLC'],N/A
N/A,N/A,20191011,N/A,N/A
N/A,N/A,20191104,N/A,N/A
N/A,N/A,20200121,N/A,N/A
N/A,N/A,20171220,N/A,N/A
['KETOROLAC TROMETHAMINE'],KETOROLAC TROMETHAMINE,20230920,"['Henry Schein, Inc.']",N/A
N/A,N/A,20180328,N/A,N/A
['Anectine'],SUCCINYLCHOLINE CHLORIDE,20231129,"['Civica, Inc.']",N/A
N/A,N/A,20220720,N/A,N/A
['Sumatriptan'],SUMATRIPTAN,20240329,['Preferred Pharmaceuticals Inc.'],N/A
['Mucus Relief All In One Daytime Nighttime Cold Flu Maximum Strength'],"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL, ACETAMINOPHEN, DIPHENHYDRAMINE HCL PHENYLEPHRINE HCL",20240716,['Walgreens'],N/A
N/A,N/A,20190917,N/A,N/A
N/A,N/A,20140213,N/A,N/A
N/A,N/A,20161231,N/A,N/A
['Levofloxacin'],LEVOFLOXACIN,20240301,"['RPK Pharmaceuticals, Inc.']",N/A
['Levothyroxine Sodium'],LEVOTHYROXINE SODIUM,20240408,['Bryant Ranch Prepack'],N/A
N/A,N/A,20150702,N/A,N/A
['iopamidol'],IOPAMIDOL,20240416,['Slate Run Pharmaceuticals'],N/A
N/A,N/A,20190610,N/A,N/A
['NATUREPLEX ANTIBIOTIC plus PAIN RELIEF'],"NEOMYCIN SULFATE, POLYMYXIN B SULFATE, AND PRAMOXINE HYDROCHLORIDE",20211216,['Natureplex'],N/A
['Naproxen'],NAPROXEN,20230810,"['RPK Pharmaceuticals, Inc.']",N/A
N/A,N/A,20111025,N/A,N/A
N/A,N/A,20110413,N/A,N/A
N/A,N/A,20190925,N/A,N/A
['Equaline Night Time Sleep Aid'],DIPHENHYDRAMINE HCL,20241105,"['United Natural Foods, Inc. dba UNFI']",N/A
N/A,N/A,20230701,N/A,N/A
N/A,N/A,20211130,N/A,N/A
['Hand Sanitizer'],ALCOHOL,20231203,['Trifecta Pharmaceuticals USA'],N/A
['Cinacalcet'],CINACALCET,20200408,['Strides Pharma Science Limited'],N/A
N/A,N/A,20240111,N/A,N/A
N/A,N/A,20220715,N/A,N/A
['benzoyl peroxide'],BENZOYL PEROXIDE,20241023,['Padagis Israel Pharmaceuticals Ltd'],N/A
N/A,N/A,20190130,N/A,N/A
N/A,N/A,20110711,N/A,N/A
['Eagle Brand Eagle Balm'],"CAMPHOR, MENTHOL",20240112,['PT. EAGLE INDO PHARMA'],N/A
N/A,N/A,20201021,N/A,N/A
N/A,N/A,20190130,N/A,N/A
N/A,N/A,20131125,N/A,N/A
N/A,N/A,20100429,N/A,N/A
['Diaper Rash Cream 2.5oz'],ZINC OXIDE,20231204,['Rejoice International Corp.'],N/A
['Levothyroxine sodium'],LEVOTHYROXINE SODIUM,20240618,['Preferred Pharmaceuticals Inc.'],N/A
N/A,N/A,20171205,N/A,N/A
['Folic Acid'],FOLIC ACID,20221025,"['Rising Pharma Holdings, Inc.']",N/A
['Tidl Full Body Pain Relief Cryotherapy Spray.'],FULL BODY PAIN RELIEF CRYOTHERAPY SPRAY.,20231204,"['The Anthos Group, Inc']",N/A
N/A,N/A,20181220,N/A,N/A
['Diaper Rash Cream 2.5oz'],ZINC OXIDE,20231204,['China Ningbo Shangge Cosmetics Technology Corp.'],N/A
['CHLORTHALIDONE'],CHLORTHALIDONE,20240328,['REMEDYREPACK INC.'],N/A
N/A,N/A,20231228,N/A,N/A
